Activity_acc,org:resource_acc,impact_acc,lifecycle:transition_acc,org:group_acc,org:role_acc,organization country_acc,organization involved_acc,product_acc,resource country_acc,time:timestamp_mae,AVG_total_loss,MAE_time:timestamp
0.6597633361816406,0.16566264629364014,1.0,0.6715976595878601,0.9437869787216187,0.7253885865211487,0.9733728170394897,0.3442136347293854,0.3875739574432373,0.8698225021362305,0.021210413426160812,19.603702510823496,0.020098712295293808
0.6863905191421509,0.09337349236011505,1.0,0.7426035404205322,0.9230769276618958,0.7227979302406311,0.9733728170394897,0.2551928758621216,0.33136093616485596,0.8461538553237915,0.016184438951313496,19.41024451420526,0.016332462430000305
0.665680468082428,0.14759035408496857,1.0,0.6952663064002991,0.9437869787216187,0.7746113538742065,0.9644970297813416,0.40059345960617065,0.41420120000839233,0.860946774482727,0.0212326617911458,18.581106427125633,0.025043975561857224
0.6982248425483704,0.17469878494739532,1.0,0.7189348936080933,0.9378698468208313,0.7797927260398865,0.9733728170394897,0.462907999753952,0.36094674468040466,0.8668639063835144,0.019567769952118397,18.120115802128566,0.014684786088764668
0.6775147914886475,0.14457830786705017,1.0,0.7011834383010864,0.9497041702270508,0.6917098164558411,0.9674556255340576,0.35608309507369995,0.3491124212741852,0.8520710468292236,0.009272200055420399,19.426290160801727,0.008779394440352917
0.6834319829940796,0.16867469251155853,1.0,0.715976357460022,0.9467455744743347,0.7616580128669739,0.9852071404457092,0.359050452709198,0.41420120000839233,0.8727810978889465,0.006274226354435086,18.36570903111715,0.007235384080559015
0.6893491148948669,0.1837349385023117,1.0,0.7248520851135254,0.9437869787216187,0.756476640701294,0.9704142212867737,0.42136499285697937,0.39349111914634705,0.8698225021362305,0.0218046298250556,18.46527017443441,0.016181327402591705
0.6952663064002991,0.14457830786705017,1.0,0.7100591659545898,0.9378698468208313,0.7176165580749512,0.9497041702270508,0.43916913866996765,0.3639053404331207,0.8727810978889465,0.02011821325868368,18.790175864298362,0.017863472923636436
0.6863905191421509,0.129518061876297,1.0,0.6982248425483704,0.9467455744743347,0.7202072143554688,0.9733728170394897,0.34124627709388733,0.37278106808662415,0.8668639063835144,0.014351094607263803,19.363216209691018,0.013012315146625042
0.6804733872413635,0.14156626164913177,1.0,0.7189348936080933,0.9408284425735474,0.7331606149673462,0.9822485446929932,0.3709198832511902,0.41124260425567627,0.8520710468292236,0.02548413723707199,18.85112002992537,0.022415559738874435
