Activity_acc,org:resource_acc,impact_acc,lifecycle:transition_acc,org:group_acc,org:role_acc,organization country_acc,organization involved_acc,product_acc,resource country_acc,time:timestamp_mae,AVG_total_loss,MAE_time:timestamp
0.6657963395118713,0.1318681389093399,0.9321148991584778,0.6422976851463318,0.9086161851882935,0.6522781848907471,0.9216710329055786,0.26790449023246765,0.34725847840309143,0.8328981995582581,0.020862948149442673,20.04371514543891,0.019596083089709282
0.6396867036819458,0.07967033237218857,0.9321148991584778,0.6657963395118713,0.8146214485168457,0.6498801112174988,0.9216710329055786,0.19628646969795227,0.30287206172943115,0.8015666007995605,0.016667663119733334,21.22511540632695,0.01612270250916481
0.6187989711761475,0.14560440182685852,0.942558765411377,0.652741551399231,0.8563968539237976,0.688249409198761,0.9190600514411926,0.3156498670578003,0.3211488425731659,0.7650130391120911,0.016181819140911102,20.349115654826164,0.01843656226992607
0.6605744361877441,0.14835165441036224,0.9582245349884033,0.6762402057647705,0.8798955678939819,0.6834532618522644,0.9138381481170654,0.34217506647109985,0.30287206172943115,0.8198433518409729,0.019403820391744375,20.540326883550733,0.015720674768090248
0.6422976851463318,0.12087912112474442,0.9634464979171753,0.647519588470459,0.8302872180938721,0.5731415152549744,0.8798955678939819,0.31299734115600586,0.3133159279823303,0.8302872180938721,0.011372789274901152,21.443810794036835,0.010266938246786594
0.6631854176521301,0.1318681389093399,0.9582245349884033,0.6631854176521301,0.9138381481170654,0.6666666865348816,0.939947783946991,0.2944296896457672,0.37336814403533936,0.8093994855880737,0.006060135085135698,19.485845368821174,0.006693854462355375
0.6605744361877441,0.13461539149284363,0.9530026316642761,0.6631854176521301,0.8250653147697449,0.6666666865348816,0.9190600514411926,0.32625994086265564,0.34203654527664185,0.7336814999580383,0.02817562408745289,20.858580553904176,0.022053228691220284
0.644908607006073,0.10439560562372208,0.9347258806228638,0.6631854176521301,0.8668407201766968,0.6354916095733643,0.8929504156112671,0.3687002658843994,0.29765012860298157,0.8328981995582581,0.021080642007291317,20.623444407247007,0.01919001154601574
0.6318538188934326,0.09615384787321091,0.939947783946991,0.6553524732589722,0.9138381481170654,0.6474820375442505,0.9138381481170654,0.28116708993911743,0.33942559361457825,0.8198433518409729,0.01585092442110181,20.8965593916364,0.014344688504934311
0.6266318559646606,0.10989011079072952,0.9295039176940918,0.644908607006073,0.9060052633285522,0.6738609075546265,0.9321148991584778,0.26790449023246765,0.3498694598674774,0.8198433518409729,0.03071487694978714,21.007383286952972,0.027049435302615166
