Activity_acc,REPAIR_IN_TIME_5D_acc,org:resource_acc,time:timestamp_mae,AVG_total_loss,MAE_time:timestamp
0.49673691391944885,0.9061858057975769,0.7691664695739746,0.01946280165697987,2.2241483814462923,0.01985316164791584
0.5009732246398926,0.9023624658584595,0.7721955180168152,0.018848213416181113,2.18457294030017,0.019229022786021233
0.49656516313552856,0.9023054242134094,0.7765302062034607,0.018804281135089695,2.2050632740015557,0.01917770877480507
0.5005725026130676,0.9077836275100708,0.7704721093177795,0.01884209925284315,2.2084389863425473,0.01921786181628704
0.49610719084739685,0.9101232290267944,0.7691664695739746,0.01889254492830093,2.2014954480967535,0.019273286685347557
0.4959926903247833,0.9024195671081543,0.7733967304229736,0.018791062892169544,2.2111167721817955,0.01916888728737831
0.49187085032463074,0.9070988297462463,0.7749634385108948,0.018866692105994412,2.2296349160912396,0.019247015938162804
0.5007442235946655,0.9023624658584595,0.7774702310562134,0.018826339632811908,2.20010926539544,0.019200289621949196
0.49690863490104675,0.9026477932929993,0.7771568894386292,0.01883273710815334,2.206761923489945,0.019207661971449852
0.48173806071281433,0.9032754898071289,0.7769479751586914,0.018794724141786758,2.2285511071279056,0.01917273923754692
