Activity_acc,REPAIR_IN_TIME_5D_acc,org:resource_acc,time:timestamp_mae,AVG_total_loss,MAE_time:timestamp
0.5022813081741333,0.900650143623352,0.8154962062835693,0.01563545273567893,2.093036232381373,0.015828464180231094
0.5031367540359497,0.900650143623352,0.8153925538063049,0.015137000205485444,2.071814722430549,0.015317333862185478
0.501311719417572,0.900650143623352,0.8333765268325806,0.015093530840730588,2.076869186571505,0.015264798887073994
0.5057602524757385,0.9096041917800903,0.8231666088104248,0.015129246755110981,2.068405724038664,0.015303567983210087
0.5026804804801941,0.9096041917800903,0.8195387125015259,0.015108195403100629,2.0843273077993407,0.015288782306015491
0.501939058303833,0.900650143623352,0.833324670791626,0.015102406822782206,2.065360902128496,0.015279107727110386
0.4983460605144501,0.900650143623352,0.832650899887085,0.015170296292604976,2.080124993594118,0.015350704081356525
0.5054751038551331,0.900650143623352,0.8388183116912842,0.015095062437467277,2.07007389111861,0.015264995396137238
0.5025664567947388,0.900650143623352,0.8378336429595947,0.015107876970432699,2.079828352722535,0.015282231383025646
0.4887646734714508,0.900650143623352,0.8334283232688904,0.015104509069045124,2.1049348417497975,0.015280889347195625
