Activity_acc,org:role_acc,case:Project_acc,case:Task_acc,case:OrganizationalEntity_acc,case:Activity_acc,case:RfpNumber_acc,time:timestamp_mae,case:RequestedAmount_mae,AVG_total_loss,MAE_time:timestamp,MAE_case:RequestedAmount
0.8787878751754761,0.8884078860282898,0.6188071370124817,0.7539682388305664,0.6380471587181091,0.9215969443321228,0.044733043760061264,0.008472294250333851,0.4161298789761283,14.621499051382257,0.008492798544466496,0.4160175323486328
0.8797498941421509,0.8881673812866211,0.6351611614227295,0.7539682388305664,0.6361231207847595,0.9215969443321228,0.044733043760061264,0.005878832106563178,0.44008323550224304,14.535903962075032,0.005792543757706881,0.43974608182907104
0.8785473704338074,0.8884078860282898,0.6024531126022339,0.7539682388305664,0.6459836363792419,0.9215969443321228,0.044733043760061264,0.009778705594891851,0.3952020379630002,14.559394714591855,0.00971919670701027,0.3948993384838104
0.8766233921051025,0.8881673812866211,0.5661375522613525,0.7566137909889221,0.639971137046814,0.9215969443321228,0.044733043760061264,0.006112927062944932,0.4337635094469244,14.680580033497376,0.0058952379040420055,0.43372225761413574
0.8787878751754761,0.8881673812866211,0.6301106214523315,0.7554112672805786,0.6310726404190063,0.9215969443321228,0.044733043760061264,0.005907707466659221,0.4847354590892792,14.671910745049404,0.005749191623181105,0.48444944620132446
0.8783068656921387,0.8881673812866211,0.6250601410865784,0.7539682388305664,0.6534391641616821,0.9215969443321228,0.044733043760061264,0.007579536558213559,0.41097539934245025,14.460878760934891,0.007314040791243315,0.4106079041957855
0.8763828873634338,0.8881673812866211,0.6652236580848694,0.7554112672805786,0.6604136824607849,0.9215969443321228,0.044733043760061264,0.007320022252811627,0.40466827154159546,14.439012948973952,0.007349545601755381,0.4043102562427521
0.8766233921051025,0.8881673812866211,0.6164021492004395,0.7542087435722351,0.6430976390838623,0.9215969443321228,0.044733043760061264,0.012792273932559923,0.40864839337088843,14.543874083171515,0.01298721507191658,0.4086841344833374
0.8766233921051025,0.8881673812866211,0.6094276309013367,0.7539682388305664,0.6512746810913086,0.9215969443321228,0.044733043760061264,0.014876736158674414,0.4541031501509927,14.655783870680766,0.015134183689951897,0.4541189968585968
0.8766233921051025,0.8867244124412537,0.6089466214179993,0.7549302577972412,0.6563251614570618,0.9215969443321228,0.044733043760061264,0.0058936385268514805,0.40575634078546,14.564436165107923,0.00581301050260663,0.40580129623413086
