Activity_acc,org:role_acc,case:Project_acc,case:Task_acc,case:OrganizationalEntity_acc,case:Activity_acc,case:RfpNumber_acc,time:timestamp_mae,case:RequestedAmount_mae,AVG_total_loss,MAE_time:timestamp,MAE_case:RequestedAmount
0.8123182058334351,0.8852068185806274,0.5387919545173645,0.7584527730941772,0.46577540040016174,0.9090662002563477,0.038687970489263535,0.008039211431010202,101.74936398592862,117.14065560537644,0.007917127572000027,101.58879089355469
0.8125825524330139,0.9114528298377991,0.5422818660736084,0.7584527730941772,0.596256673336029,0.8701334595680237,0.038687970489263535,0.006193924610587684,90.48769170587713,105.55716438278218,0.006038659252226353,90.29403686523438
0.8070313930511475,0.8992577195167542,0.3616107404232025,0.7584527730941772,0.4740641713142395,0.9008984565734863,0.038687970489263535,0.009488147514110262,93.22603849931197,109.0701371726834,0.009510553441941738,93.03993225097656
0.8004229068756104,0.8865323662757874,0.3339597284793854,0.7584527730941772,0.531283438205719,0.904982328414917,0.038687970489263535,0.006039986640892245,105.43180639093572,121.59638753677295,0.005934692453593016,105.52448272705078
0.8035950064659119,0.8926299810409546,0.4958389401435852,0.7584527730941772,0.5393048524856567,0.9022597670555115,0.038687970489263535,0.005999959116293626,98.72656458074397,114.13705644532192,0.005788846872746944,98.64673614501953
0.8131112456321716,0.86823970079422,0.5041610598564148,0.7584527730941772,0.5320855975151062,0.9172338843345642,0.038687970489263535,0.008837638211182573,90.21909713745117,105.87911244748499,0.008850608952343464,90.00362396240234
0.810203492641449,0.9032344222068787,0.49342283606529236,0.7584527730941772,0.5582887530326843,0.9041655659675598,0.038687970489263535,0.006154192103580995,92.27843197909269,107.76643244007772,0.006047082599252462,92.09548950195312
0.8139042854309082,0.8873277306556702,0.5146308541297913,0.7584527730941772,0.5695187449455261,0.9172338843345642,0.038687970489263535,0.006921770770780065,98.3342233137651,113.55925729045306,0.0068284086883068085,98.2142333984375
0.8080887794494629,0.8865323662757874,0.5830872654914856,0.7589937448501587,0.5459893345832825,0.9172338843345642,0.038687970489263535,0.006917905909093944,91.12270493940873,106.24321473982523,0.006880199071019888,90.9114761352539
0.8086174726486206,0.8875928521156311,0.32805368304252625,0.758723258972168,0.5296791791915894,0.9172338843345642,0.038687970489263535,0.008344743951139126,89.56276321411133,105.57248327699067,0.008135206066071987,89.34239196777344
