Activity_acc,org:role_acc,case:Project_acc,case:Task_acc,case:OrganizationalEntity_acc,case:Activity_acc,case:RfpNumber_acc,time:timestamp_mae,case:RequestedAmount_mae,AVG_total_loss,MAE_time:timestamp,MAE_case:RequestedAmount
0.8220247030258179,0.8702207207679749,0.5465804934501648,0.752896785736084,0.5387721657752991,0.9189552664756775,0.04132695868611336,0.008096022404391657,0.496309218081561,15.763806169725616,0.008116883225739002,0.4938778579235077
0.8147549629211426,0.8707592487335205,0.5910069942474365,0.7537051439285278,0.5831986665725708,0.9189552664756775,0.04132695868611336,0.006094503004781224,0.49427881836891174,15.47818851661445,0.006010982673615217,0.4921613037586212
0.8074851632118225,0.8712977766990662,0.5433494448661804,0.752896785736084,0.5893914699554443,0.8594506978988647,0.04132695868611336,0.008783358911221678,0.48576914180408826,15.813565928319639,0.008738347329199314,0.483987033367157
0.7942918539047241,0.8694130182266235,0.5245018601417542,0.7539746165275574,0.571890115737915,0.9189552664756775,0.04132695868611336,0.006420877719805999,0.49709782004356384,15.71396781085059,0.00623007956892252,0.49494460225105286
0.8045234084129333,0.8704900145530701,0.5786213874816895,0.7539746165275574,0.5635433197021484,0.9189552664756775,0.04132695868611336,0.006101709070869468,0.5322644195773385,15.663928229573436,0.005951932165771723,0.5302498936653137
0.8212170004844666,0.871028482913971,0.5724286437034607,0.7531662583351135,0.6071620583534241,0.9189552664756775,0.04132695868611336,0.007816333366049961,0.49397796663371,15.392688330305232,0.007584511302411556,0.49193131923675537
0.7953688502311707,0.8707592487335205,0.6233171224594116,0.7539746165275574,0.6217016577720642,0.9189552664756775,0.04132695868611336,0.007179946680976586,0.47362731261686847,15.361283566083081,0.007188322022557259,0.4713137149810791
0.7910608053207397,0.871028482913971,0.5772751569747925,0.7531662583351135,0.5794291496276855,0.9229940176010132,0.04132695868611336,0.01252935030920939,0.46681664748625323,15.60394242964685,0.012721378356218338,0.46458950638771057
0.8037156462669373,0.8691437244415283,0.5576198101043701,0.752896785736084,0.5931609869003296,0.9189552664756775,0.04132695868611336,0.01658691694452004,0.4758378104730086,15.6312414328991,0.01680869050323963,0.4731763005256653
0.8174474835395813,0.8659127354621887,0.5673128366470337,0.7534357309341431,0.5877759456634521,0.9189552664756775,0.04132695868611336,0.0060395244508981705,0.46598637104034424,15.56641104394062,0.005952602252364159,0.4636552333831787
