org:resource_acc,org:role_acc,case:Project_acc,case:Task_acc,case:OrganizationalEntity_acc,case:Activity_acc,case:RfpNumber_acc,time:timestamp_mae,case:RequestedAmount_mae,AVG_total_loss,MAE_time:timestamp,MAE_case:RequestedAmount
0.743954062461853,0.9761185050010681,0.8455260396003723,0.75,0.8709189891815186,1.0,0.03174123540520668,0.008732781957157633,11.757662989876486,23.860636833631858,0.008510726504027843,11.812548637390137
0.7938331365585327,0.9752116203308105,0.8497582077980042,0.75,0.8802902102470398,1.0,0.03174123540520668,0.008495158642869104,8.350454850630326,20.37315150066702,0.008252719417214394,8.355649948120117
0.743954062461853,0.9507255554199219,0.8558041453361511,0.75,0.8766626715660095,1.0,0.03174123540520668,0.008736931083893234,16.097898830067027,28.18358651739122,0.008515154011547565,16.177719116210938
0.7938331365585327,0.9764208197593689,0.832527220249176,0.75,0.8972188830375671,1.0,0.03174123540520668,0.008704222781075672,9.384678927334873,21.496440826449543,0.008480201475322247,9.405736923217773
0.7938331365585327,0.9489117860794067,0.8555018305778503,0.75,0.8854292631149292,1.0,0.03174123540520668,0.008817833721299063,10.651677001606334,22.722088591661304,0.008601239882409573,10.695246696472168
0.743954062461853,0.9495163559913635,0.8155985474586487,0.75,0.8987303972244263,1.0,0.03174123540520668,0.00852123728360642,3.691359108144587,15.961239524143325,0.008273269981145859,3.7077689170837402
0.7684401869773865,0.9504232406616211,0.7762998938560486,0.75,0.8140870928764343,1.0,0.03174123540520668,0.008487447461282665,10.12663021954623,22.5870854341933,0.008243758231401443,10.159674644470215
0.7938331365585327,0.9764208197593689,0.832527220249176,0.75,0.8709189891815186,1.0,0.03174123540520668,0.008599391715093092,15.746701847423207,27.849076783707872,0.008367421105504036,15.806281089782715
0.7938331365585327,0.9492140412330627,0.8446191549301147,0.75,0.8869407773017883,1.0,0.03174123540520668,0.008519210217689926,3.8609597899697046,15.934847309508108,0.008271303959190845,3.865421772003174
0.7938331365585327,0.9764208197593689,0.8672914505004883,0.75,0.889359176158905,1.0,0.03174123540520668,0.008516017262908545,8.98066689751365,20.97260847713121,0.0082764383405447,8.998355865478516
