,mean,std
org:resource_acc,0.8704698145389557,0.014871416248111521
org:role_acc,0.8417020559310913,0.01005983307644436
case:Project_acc,0.5290201395750046,0.02264253841117281
case:Task_acc,0.7584527730941772,0.0
case:OrganizationalEntity_acc,0.5693583071231842,0.01570156600434452
case:Activity_acc,0.9174789249897003,0.006530965624102142
case:RfpNumber_acc,0.038687970489263535,0.0
time:timestamp_mae,0.008028847686099735,0.00016456026582414762
case:RequestedAmount_mae,94.73563343394886,3.0555693685529843
AVG_total_loss,109.61196156092919,3.10290994000635
MAE_time:timestamp,0.007794153317809105,0.00018086618044662673
MAE_case:RequestedAmount,94.57114334106446,3.084377126389706
