Activity_acc,org:resource_acc,concept:name_acc,time:timestamp_mae,(case) AMOUNT_REQ_mae,AVG_total_loss,MAE_time:timestamp,MAE_(case) AMOUNT_REQ
0.7657142877578735,0.6365966200828552,0.7915546298027039,0.015256528077380998,0.07932624043453307,3.4489409420639277,0.015261081978678703,0.07830768823623657
0.7711344361305237,0.6454201936721802,0.797100841999054,0.014220938485647951,0.0658109344187237,3.3697340272455696,0.014225904829800129,0.06491359323263168
0.7557142972946167,0.6454622149467468,0.7871428728103638,0.019373973210652668,0.0802553915196941,3.4545123713711896,0.01939404383301735,0.07924561202526093
0.7397478818893433,0.6369327902793884,0.781680703163147,0.016428258358722643,0.09296000855309623,3.5673976660306965,0.016447652131319046,0.09206235408782959
0.7828991413116455,0.6444957852363586,0.8050000071525574,0.015603234104457357,0.07386242119329316,3.3242362016545877,0.015817325562238693,0.07284309715032578
0.75819331407547,0.6497899293899536,0.7918067574501038,0.015785578771361282,0.07152581179425829,3.3889777723788503,0.015773162245750427,0.07060465961694717
0.7613025307655334,0.6384453773498535,0.7890756130218506,0.018183912106213115,0.07345698365852946,3.430612487895858,0.01837015710771084,0.07248491048812866
0.7622268795967102,0.630294144153595,0.8007563352584839,0.027172994223378953,0.09602105511086327,3.532613006908269,0.027105504646897316,0.09526533633470535
0.7529411911964417,0.6471008658409119,0.7855042219161987,0.017434000392400083,0.08646897474924724,3.494921405533595,0.017419159412384033,0.08542436361312866
0.7668907642364502,0.647857129573822,0.7955042123794556,0.025099449924060276,0.08725589229947045,3.3791422240790867,0.025390809401869774,0.08628421276807785
