Activity_acc,org:resource_acc,concept:name_acc,time:timestamp_mae,(case) AMOUNT_REQ_mae,AVG_total_loss,MAE_time:timestamp,MAE_(case) AMOUNT_REQ
0.6746526956558228,0.5178766250610352,0.8080174922943115,0.013705021967845303,0.15350473246404103,4.352225086563045,0.013718481175601482,0.15087564289569855
0.6709092259407043,0.5121695399284363,0.7992259860038757,0.013972781909008821,0.15870259631247746,4.447935443504581,0.013954909518361092,0.15622179210186005
0.6750270128250122,0.5017625093460083,0.8222773671150208,0.013150542619682494,0.1505928294999259,4.458907046133564,0.013107363134622574,0.14791595935821533
0.6685383915901184,0.5115820169448853,0.8180708885192871,0.01512355109055837,0.15531755025897706,4.34462721752269,0.015113999135792255,0.15248987078666687
0.6686215996742249,0.4943768382072449,0.8136962056159973,0.01509477517434529,0.15333810661520278,4.453304181851092,0.01506804395467043,0.1506901979446411
0.6662507057189941,0.5029374957084656,0.8022125959396362,0.015381362111795516,0.16587182453700475,4.442072142092955,0.015394317917525768,0.163320392370224
0.6830962300300598,0.5051615834236145,0.7974172234535217,0.014168487107824711,0.15446031164555324,4.395636741293683,0.014166353270411491,0.1517253816127777
0.6658763885498047,0.5172471404075623,0.8072603344917297,0.01825578940943593,0.15986388815300806,4.378495206125081,0.018206331878900528,0.15710259974002838
0.6640046834945679,0.4989089369773865,0.8189542889595032,0.011653582432440348,0.150187981625398,4.4339408205733415,0.011711849831044674,0.1475270837545395
0.6689543128013611,0.4661770761013031,0.8174819946289062,0.014737708449718497,0.15485090159234546,4.5273237159653075,0.014707845635712147,0.15218478441238403
