org:resource_acc,Activity_acc,org:role_acc,case:Project_acc,case:Task_acc,case:OrganizationalEntity_acc,case:Activity_acc,case:RfpNumber_acc,time:timestamp_mae,AVG_total_loss,MAE_time:timestamp
0.9995189905166626,0.9713804721832275,0.990620493888855,0.9249639511108398,0.7549302577972412,0.9516594409942627,1.0,0.044733043760061264,0.005548623602159999,11.150335729111578,0.0053588757291436195
0.9992785453796387,0.9704185128211975,0.9915825128555298,0.9372294545173645,0.7546897530555725,0.9348244667053223,1.0,0.044733043760061264,0.005401622165333141,11.076073451343374,0.005249992944300175
0.9992785453796387,0.9735450148582458,0.9925445318222046,0.924001932144165,0.7570948004722595,0.9502164721488953,1.0,0.044733043760061264,0.005855885799974203,11.224579747861505,0.005707020405679941
0.9992785453796387,0.9704185128211975,0.9877344965934753,0.9374699592590332,0.755892276763916,0.9408369660377502,1.0,0.044733043760061264,0.005185893715613268,11.067819104482293,0.004977103788405657
0.9992785453796387,0.9721019864082336,0.9911015033721924,0.9367484450340271,0.7590187788009644,0.9463684558868408,1.0,0.044733043760061264,0.006332922769202428,11.142581642012704,0.006233821623027325
0.9995189905166626,0.9713804721832275,0.9886965155601501,0.9413179755210876,0.7556517720222473,0.9499759674072266,1.0,0.044733043760061264,0.0075409353118051185,11.075032467213036,0.007471759803593159
0.9995189905166626,0.9689754843711853,0.9903799891471863,0.9439634680747986,0.7539682388305664,0.9545454978942871,1.0,0.044733043760061264,0.007579234047708186,11.206478296324018,0.00749881099909544
0.9992785453796387,0.924001932144165,0.9889370203018188,0.9314574599266052,0.7546897530555725,0.930014431476593,1.0,0.044733043760061264,0.005676120731302283,11.275651587215675,0.005532515700906515
0.9995189905166626,0.9694564938545227,0.9920635223388672,0.9288119673728943,0.7561327815055847,0.9531024694442749,1.0,0.044733043760061264,0.018076589585027912,11.231853092110462,0.01828606240451336
0.9995189905166626,0.9675325155258179,0.9865320324897766,0.9316979646682739,0.7539682388305664,0.9381914734840393,1.0,0.044733043760061264,0.005967258560386571,11.053972613002935,0.0057830349542200565
