org:resource_acc,concept:name_acc,lifecycle:transition_acc,time:timestamp_mae,(case) AMOUNT_REQ_mae,AVG_total_loss,MAE_time:timestamp,MAE_(case) AMOUNT_REQ
0.6128409504890442,0.7549320459365845,0.7828916907310486,0.009972584167761462,0.07606711274101621,3.498763583023988,0.010014569386839867,0.0744033008813858
0.609441876411438,0.7487486004829407,0.7808599472045898,0.010626328310796193,0.09665238112211227,3.50217700909291,0.010708867572247982,0.09488389641046524
0.6129248738288879,0.7560257315635681,0.7817721366882324,0.010978504483188902,0.08812094373362404,3.482431462300675,0.011049030348658562,0.08629908412694931
0.5962232351303101,0.7438690662384033,0.7820209264755249,0.01019997735108648,0.087103304763635,3.55754138688956,0.010187449865043163,0.08529103547334671
0.6090642213821411,0.7490009665489197,0.7843015193939209,0.010969053333004316,0.11271865701391584,3.4847571029372157,0.01104747410863638,0.11094372719526291
0.6149391531944275,0.7532073855400085,0.7833478450775146,0.010641009325072878,0.0933406392023677,3.478641652280376,0.010646802373230457,0.09155353903770447
0.5955938100814819,0.7492112517356873,0.7809014320373535,0.010389026210066817,0.0932649512376104,3.6115287274033543,0.010372686199843884,0.0914483442902565
0.5947545170783997,0.7485803365707397,0.7764232158660889,0.015552256744177569,0.08629098357189269,3.57476874862221,0.015471025370061398,0.0844915509223938
0.620100736618042,0.7603583931922913,0.7813160419464111,0.011601057080995469,0.07568604978067535,3.4334978008908883,0.011654091998934746,0.07391064614057541
0.6021401286125183,0.7435746192932129,0.7812331318855286,0.013602470535607565,0.1105610164148467,3.571818181269226,0.013502721674740314,0.10859697312116623
