org:resource_acc,concept:name_acc,lifecycle:transition_acc,time:timestamp_mae,(case) AMOUNT_REQ_mae,AVG_total_loss,MAE_time:timestamp,MAE_(case) AMOUNT_REQ
0.6133613586425781,0.7528151273727417,0.7806302309036255,0.01001239191031172,0.0732238039019562,3.508498571768758,0.010100727900862694,0.07224178314208984
0.609579861164093,0.7456302642822266,0.779285728931427,0.010629413427696341,0.09465605446270534,3.5173125615166057,0.01075365487486124,0.09361640363931656
0.6114285588264465,0.7543697357177734,0.779789924621582,0.010974660604482605,0.08567268827131816,3.492926383036233,0.011098423972725868,0.0847138911485672
0.5977731347084045,0.7388235330581665,0.780420184135437,0.010220014268443697,0.0840749829297974,3.5620617987144563,0.010267069563269615,0.08304940164089203
0.6050840616226196,0.7455882430076599,0.7823529243469238,0.011009970945971352,0.10972218357381366,3.5041757045047626,0.011134601198136806,0.10880332440137863
0.6119747757911682,0.7470167875289917,0.781680703163147,0.010653106007902395,0.0910302120305243,3.490536100231111,0.010713904164731503,0.09005216509103775
0.5944958329200745,0.7463025450706482,0.7778991460800171,0.010411122192939123,0.09124804571980522,3.625733438524462,0.010474257171154022,0.09024213254451752
0.5960084199905396,0.7447478771209717,0.7749159932136536,0.015397636530299982,0.08325500271859623,3.5831034152014625,0.015426299534738064,0.08223012834787369
0.6176470518112183,0.7573109269142151,0.779159665107727,0.011646800231011141,0.07273684406564349,3.4470300849615816,0.011747057549655437,0.07181073725223541
0.6059243679046631,0.7402101159095764,0.779411792755127,0.013519541094345706,0.10900187740723292,3.57389587407843,0.013526218943297863,0.10788574069738388
