org:resource_acc,Activity_acc,org:role_acc,case:Project_acc,case:Task_acc,case:Activity_acc,case:RfpNumber_acc,time:timestamp_mae,case:RequestedAmount_mae,AVG_total_loss,MAE_time:timestamp,MAE_case:RequestedAmount
0.8852988481521606,0.8123316764831543,0.8731825351715088,0.856758177280426,0.7531662583351135,0.9754980802536011,0.04132695868611336,0.006788818250325593,0.2247150946747173,12.616766801527278,0.006589869502931833,0.22465133666992188
0.883414089679718,0.8371028304100037,0.8772212862968445,0.8454496264457703,0.7563998699188232,0.9851911067962646,0.04132695868611336,0.008408068382943218,0.3443514569239183,12.792014317206023,0.008280890062451363,0.3439001142978668
0.8861066102981567,0.8774905204772949,0.8621432185173035,0.8414108157157898,0.7539746165275574,0.9816908240318298,0.04132695868611336,0.007504799445583062,0.2692012990062887,12.432224025060846,0.007366384379565716,0.269998162984848
0.9203014969825745,0.822832465171814,0.8904145956039429,0.8414108157157898,0.7534357309341431,0.969574511051178,0.04132695868611336,0.007381681225855242,0.31308397921648895,12.356570672963493,0.007159659639000893,0.312487930059433
0.8855680823326111,0.8774905204772949,0.8144856691360474,0.8082929253578186,0.7531662583351135,0.9851911067962646,0.04132695868611336,0.007749700876460834,0.2700513994151896,12.968892544465648,0.00761954253539443,0.2699991464614868
0.8995691537857056,0.8737210035324097,0.9054926633834839,0.8459880948066711,0.7566693425178528,0.9291868209838867,0.04132695868611336,0.006784166251732545,0.3519887517799031,12.669321263505315,0.0065780640579760075,0.3505792021751404
0.918686032295227,0.8177167177200317,0.8656434416770935,0.8338717818260193,0.7539746165275574,0.9286482930183411,0.04132695868611336,0.0073010048575022,0.29755870320580224,12.779517567377876,0.007101957220584154,0.29741525650024414
0.9046849608421326,0.8669897317886353,0.8801830410957336,0.8438341021537781,0.754783034324646,0.9795368313789368,0.04132695868611336,0.00667733411219987,0.3463332111185247,12.50697561903772,0.006494424305856228,0.3466070890426636
0.8842217922210693,0.8317177891731262,0.8508346676826477,0.8462573885917664,0.7563998699188232,0.9903069138526917,0.04132695868611336,0.007715699262917042,0.2638085660609332,12.402421730739826,0.007491372991353273,0.26381632685661316
0.8529886603355408,0.8282175064086914,0.8742595314979553,0.7318254709243774,0.7542440891265869,0.9851911067962646,0.04132695868611336,0.007014539812437512,0.2751216766509143,12.839176610154523,0.0068657840602099895,0.27495187520980835
