Activity_acc,org:resource_acc,impact_acc,concept:name_acc,lifecycle:transition_acc,org:group_acc,org:role_acc,organization country_acc,organization involved_acc,product_acc,resource country_acc,AVG_total_loss
0.7427884936332703,0.056511055678129196,0.8125000596046448,0.6850962042808533,0.7427884936332703,0.6754807829856873,0.5614035129547119,0.795673131942749,0.12621359527111053,0.2764423191547394,0.7427884936332703,24.131437122821808
0.7427884936332703,0.06388206034898758,0.8125000596046448,0.697115421295166,0.7427884936332703,0.6850962042808533,0.5570175647735596,0.795673131942749,0.17475728690624237,0.2572115361690521,0.7355769276618958,23.987770676612854
0.7427884936332703,0.08845208585262299,0.8125000596046448,0.6634615659713745,0.7427884936332703,0.822115421295166,0.5482456088066101,0.795673131942749,0.18689320981502533,0.2788461744785309,0.7524038553237915,23.843927681446075
0.7427884936332703,0.09582309424877167,0.8125000596046448,0.7379807829856873,0.7427884936332703,0.6899038553237915,0.5570175647735596,0.795673131942749,0.19174757599830627,0.2836538553237915,0.7259615659713745,23.879731953144073
0.7427884936332703,0.04668304696679115,0.8125000596046448,0.7620192766189575,0.7427884936332703,0.8197115659713745,0.5438596606254578,0.7932692766189575,0.1626213639974594,0.16826923191547394,0.7572115659713745,24.51349227130413
0.7427884936332703,0.0687960684299469,0.8125000596046448,0.665865421295166,0.7427884936332703,0.6826923489570618,0.5614035129547119,0.795673131942749,0.13106796145439148,0.2788461744785309,0.7427884936332703,23.59705027937889
0.7427884936332703,0.03439803421497345,0.8125000596046448,0.7355769276618958,0.7427884936332703,0.8365384936332703,0.5548245906829834,0.795673131942749,0.16019417345523834,0.19951923191547394,0.6995192766189575,24.243531718850136
0.7427884936332703,0.06388206034898758,0.8125000596046448,0.764423131942749,0.7427884936332703,0.8389423489570618,0.5592105388641357,0.6875,0.09951456636190414,0.27163463830947876,0.5504807829856873,23.641960322856903
0.7427884936332703,0.03931203857064247,0.8125000596046448,0.697115421295166,0.7427884936332703,0.6899038553237915,0.5482456088066101,0.795673131942749,0.1383495181798935,0.2524038553237915,0.7091346383094788,24.054018691182137
0.7427884936332703,0.056511055678129196,0.8125000596046448,0.723557710647583,0.7427884936332703,0.6850962042808533,0.5723684430122375,0.7620192766189575,0.20873786509037018,0.35576924681663513,0.75,23.63962745666504
