REPAIR_IN_TIME_5D_acc,DEVICETYPE_acc,org:resource_acc,time:timestamp_mae,AVG_total_loss,MAE_time:timestamp
0.9096041917800903,0.7139272093772888,0.7689038515090942,0.015634531124593003,2.0178795392857864,0.015824543312191963
0.900650143623352,0.7117030024528503,0.7683337330818176,0.015647993551714246,2.044640595074988,0.015838559716939926
0.9096041917800903,0.7125584483146667,0.7683337330818176,0.01568560353112652,2.0173293506224197,0.01587792858481407
0.9096041917800903,0.7130147218704224,0.7683337330818176,0.015654480048014147,2.0049573269942287,0.01584607921540737
0.9096041917800903,0.713470995426178,0.7683337330818176,0.015636393297953827,2.0424903507565,0.01582709513604641
0.9096041917800903,0.7089654207229614,0.7683337330818176,0.015666039795369693,2.038189275521099,0.0158558152616024
0.9096041917800903,0.7098779678344727,0.7683337330818176,0.015624603654846157,2.050859698835809,0.0158147681504488
0.9096041917800903,0.7138701677322388,0.7587975859642029,0.01565568699305387,2.015773063047642,0.01584630459547043
0.9096041917800903,0.7190030813217163,0.7587975859642029,0.015645721535149374,2.004165653237387,0.015836574137210846
0.900650143623352,0.71478271484375,0.7683337330818176,0.015643421873009128,2.0381504972894233,0.01583443209528923
