REPAIR_IN_TIME_5D_acc,DEVICETYPE_acc,org:resource_acc,time:timestamp_mae,AVG_total_loss,MAE_time:timestamp
0.9163796901702881,0.7585557699203491,0.8608553409576416,0.0120976806655036,1.6660255840918246,0.012310322374105453
0.9163796901702881,0.7532286047935486,0.8600138425827026,0.012120518888542918,1.6686904730924748,0.012333590537309647
0.9163796901702881,0.7595781683921814,0.8600138425827026,0.01217402083995311,1.6665053234043483,0.012388353236019611
0.9163796901702881,0.755703866481781,0.8600138425827026,0.012123885043700667,1.6712979897060187,0.01233771163970232
0.9163796901702881,0.7611386179924011,0.8600138425827026,0.01209744250426363,1.674094543920977,0.012310616672039032
0.9163796901702881,0.7522062063217163,0.8600138425827026,0.012158922887848396,1.668215443073821,0.012371374294161797
0.9163796901702881,0.7586633563041687,0.8600138425827026,0.012077999380907338,1.6728147621523883,0.012290766462683678
0.9163796901702881,0.7560266852378845,0.8430848717689514,0.012134875967412403,1.6594505796919723,0.012347985990345478
0.9163796901702881,0.7629143595695496,0.8430848717689514,0.01211417917358248,1.6513240276590775,0.012327464297413826
0.9163796901702881,0.7560805082321167,0.8600138425827026,0.012108545946447473,1.6681362994407352,0.012321949005126953
