,mean,std
REPAIR_IN_TIME_5D_acc,1.0,0.0
DEVICETYPE_acc,0.9967014968395234,0.001404569293668173
org:resource_acc,0.9998019933700562,0.0
time:timestamp_mae,0.013206065275804386,0.0001132011800684548
AVG_total_loss,0.1126822054594461,0.006015084734886423
MAE_time:timestamp,0.013419283367693425,0.00011444064760327749
