Activity_acc,REPAIR_IN_TIME_5D_acc,DEVICETYPE_acc,org:resource_acc,AVG_total_loss
0.4956655502319336,0.900650143623352,0.7119311094284058,0.8248769044876099,3.2887964915288124
0.5021672248840332,0.900650143623352,0.7010949850082397,0.8081886172294617,3.2846642822811476
0.5003992319107056,0.900650143623352,0.7083951234817505,0.8379372954368591,3.273345498662246
0.5075852870941162,0.900650143623352,0.7048591375350952,0.8165327906608582,3.2321863048955013
0.49908748269081116,0.9096041917800903,0.7320063710212708,0.8148224949836731,3.233081690967083
0.49971485137939453,0.900650143623352,0.7085661888122559,0.8324435949325562,3.277700864562863
0.5041633248329163,0.9096041917800903,0.7101060748100281,0.833324670791626,3.2403726044454073
0.5067868232727051,0.900650143623352,0.708109974861145,0.8389738202095032,3.2761823119301545
0.5014828443527222,0.900650143623352,0.7053154110908508,0.8332728743553162,3.260116589696784
0.49846014380455017,0.900650143623352,0.7252765893936157,0.8387146592140198,3.2219184256697955
