org:resource_acc,Activity_acc,org:role_acc,case:Project_acc,case:Task_acc,case:OrganizationalEntity_acc,case:RfpNumber_acc,time:timestamp_mae,case:RequestedAmount_mae,AVG_total_loss,MAE_time:timestamp,MAE_case:RequestedAmount
0.9995189905166626,0.8564213514328003,0.8662818670272827,0.390331894159317,0.7539682388305664,0.469215989112854,0.044733043760061264,0.011755873533812437,83.55183133212003,98.4679328927093,0.011584892868995667,83.55992889404297
0.9978355169296265,0.877825915813446,0.8862434029579163,0.3157768249511719,0.7539682388305664,0.2628667652606964,0.044733043760061264,0.009682869115336374,77.04745622114702,92.57334431387822,0.009679989889264107,77.05970764160156
1.0,0.8771044015884399,0.8879268765449524,0.5615680813789368,0.7539682388305664,0.6308321356773376,0.044733043760061264,0.005014223215932196,80.93218647349964,95.10509255951779,0.004800172057002783,80.94393157958984
1.0,0.8766233921051025,0.8881673812866211,0.631313145160675,0.7554112672805786,0.6529581546783447,0.044733043760061264,0.008458513681861487,77.19864064996892,91.15890223084187,0.008443859405815601,77.1989517211914
0.9995189905166626,0.856661856174469,0.8884078860282898,0.4203944206237793,0.7539682388305664,0.5627705454826355,0.044733043760061264,0.006249963983216069,87.24595642089844,101.8985451483591,0.0060270740650594234,87.31556701660156
0.9997594952583313,0.8573833703994751,0.8879268765449524,0.5901876091957092,0.7539682388305664,0.6536796689033508,0.044733043760061264,0.00980240208181468,89.75402207808061,104.0770274520513,0.00965196918696165,89.83367156982422
0.9980760216712952,0.8766233921051025,0.8881673812866211,0.612554132938385,0.7539682388305664,0.6139971017837524,0.044733043760061264,0.006145369684831662,104.46176702325994,118.46626617797565,0.005991119891405106,104.6860580444336
0.9997594952583313,0.8766233921051025,0.8879268765449524,0.6416546702384949,0.7539682388305664,0.6209716200828552,0.044733043760061264,0.006538897033103488,76.79586167768998,90.77391072239897,0.006394458469003439,76.78943634033203
1.0,0.8768638968467712,0.8881673812866211,0.5863395929336548,0.7539682388305664,0.6349206566810608,0.044733043760061264,0.005345931403677572,89.65241726962003,103.71774022006007,0.005201621446758509,89.67021942138672
0.9997594952583313,0.8564213514328003,0.8879268765449524,0.6026936173439026,0.7539682388305664,0.6385281682014465,0.044733043760061264,0.0060075110840526495,75.76131716641513,89.68587663168596,0.005867769476026297,75.77444458007812
