Activity_acc,concept:name_acc,lifecycle:transition_acc,time:timestamp_mae,(case) AMOUNT_REQ_mae,AVG_total_loss,MAE_time:timestamp,MAE_(case) AMOUNT_REQ
0.7631933093070984,0.7903781533241272,0.887100875377655,0.013411017977410839,0.079109550231979,1.7694461606886416,0.013468518853187561,0.07804784923791885
0.7563445568084717,0.7863445281982422,0.8904201984405518,0.015502392757861387,0.12723344883748464,1.8054142465282763,0.015684325248003006,0.1262189745903015
0.775882363319397,0.800504207611084,0.8849999904632568,0.013053021615459806,0.0850757999079568,1.6783948629384948,0.013173000887036324,0.08423164486885071
0.75920170545578,0.7900420427322388,0.880168080329895,0.019837237273653347,0.08318467615615754,1.7662257169861169,0.019880758598446846,0.08241713792085648
0.7808823585510254,0.7989495992660522,0.8822268843650818,0.01693103990207116,0.0789098289041292,1.6931834067883236,0.01691156066954136,0.078042171895504
0.75466388463974,0.7825210094451904,0.8881933093070984,0.014661872227277075,0.10261050115029018,1.8257416996750093,0.014731301926076412,0.10143644362688065
0.7788235545158386,0.8012605309486389,0.8818067312240601,0.012594888563312236,0.08909958671955835,1.682302003770712,0.012742760591208935,0.08801142126321793
0.7659243941307068,0.7857983112335205,0.8848739862442017,0.027403771699894042,0.07964473590254784,1.7541171628094854,0.027363914996385574,0.07876037061214447
0.7647058963775635,0.7854201793670654,0.8873109221458435,0.014101312584465458,0.079916337061496,1.748595557707761,0.014104871079325676,0.0789516419172287
0.7642857432365417,0.7908823490142822,0.8850840330123901,0.015245383206222738,0.07859728396648452,1.7369521909969903,0.015269344672560692,0.07763774693012238
