,mean,std
org:resource_acc,0.996958726644516,0.0005763668208296896
Activity_acc,0.7816673636436462,0.04997609523498174
org:role_acc,0.8416205704212188,0.009300101084969103
case:Project_acc,0.7633134722709656,0.10769531395573005
case:Task_acc,0.7526584267616272,0.0
case:OrganizationalEntity_acc,0.8338791877031326,0.1362865096598433
case:Activity_acc,1.0,0.0
time:timestamp_mae,0.009401470465077595,0.007351557938610742
case:RequestedAmount_mae,10.665409833734689,5.403207835906639
AVG_total_loss,15.165276999009603,5.17179188567136
MAE_time:timestamp,0.009317418886348605,0.007497398000531512
MAE_case:RequestedAmount,10.698206520080566,5.418202762859224
