,mean,std
org:resource_acc,0.9997279644012451,0.00017158682736460968
Activity_acc,0.9251814126968384,0.0028616407866410734
org:role_acc,0.9854897439479828,0.0011311051486559596
case:Project_acc,0.7622430682182312,0.1132581172922967
case:Task_acc,0.7501511514186859,0.0004779827546132203
case:OrganizationalEntity_acc,0.8267835855484009,0.14387003325374328
case:Activity_acc,1.0,0.0
time:timestamp_mae,0.009568298887461423,0.007304817565413763
case:RequestedAmount_mae,7.972147736766122,3.381997675200304
AVG_total_loss,11.757195652178911,3.520861771911648
MAE_time:timestamp,0.009533985937014221,0.007403897498645364
MAE_case:RequestedAmount,7.989610242843628,3.389518242199094
