org:resource_acc,Activity_acc,org:role_acc,case:Project_acc,case:Task_acc,case:OrganizationalEntity_acc,case:Activity_acc,time:timestamp_mae,case:RequestedAmount_mae,AVG_total_loss,MAE_time:timestamp,MAE_case:RequestedAmount
0.9634899497032166,0.8149616122245789,0.8806999325752258,0.30416107177734375,0.7584527730941772,0.2657754123210907,0.9172338843345642,0.006107086633247408,98.37707554210316,106.18950776025568,0.005917316768318415,98.2673568725586
0.9723489880561829,0.8131112456321716,0.9111877679824829,0.5186577439308167,0.7592642307281494,0.5641711354255676,0.9172338843345642,0.006202796685763381,96.82216054742986,103.21426396143876,0.006134882569313049,96.62464904785156
0.9543624520301819,0.798836886882782,0.8777837157249451,0.47516778111457825,0.7584527730941772,0.5553476214408875,0.916961669921875,0.02599440718239004,95.93532007390803,102.65035769072446,0.026252740994095802,95.81703186035156
0.9726174473762512,0.8038593530654907,0.889183521270752,0.48724833130836487,0.7584527730941772,0.5727272629737854,0.916144847869873,0.009197868152775547,100.80375844782048,107.43148057543758,0.009225795976817608,100.63338470458984
0.9747651219367981,0.8083531260490417,0.8719512820243835,0.5100671052932739,0.758723258972168,0.5387700796127319,0.9172338843345642,0.007956807586279783,104.65460343794389,111.57280720025301,0.007916999980807304,104.52973175048828
0.9299328923225403,0.7837694883346558,0.8852068185806274,0.40832215547561646,0.7584527730941772,0.5467914342880249,0.9172338843345642,0.00650777185166424,98.03841712258078,105.16937175520103,0.00645636348053813,97.9931869506836
0.9546309113502502,0.8035950064659119,0.8669141530990601,0.40026846528053284,0.7584527730941772,0.5473262071609497,0.9008984565734863,0.006197114729068496,94.54294828935103,101.97127900560471,0.0060329437255859375,94.37373352050781
0.9540939927101135,0.8125825524330139,0.8966066241264343,0.5111409425735474,0.7584527730941772,0.5671123266220093,0.9172338843345642,0.00648617795245214,94.0177563753995,100.67939019321717,0.006335971876978874,93.79768371582031
0.9420134425163269,0.8088818192481995,0.9029693007469177,0.5497986674308777,0.7584527730941772,0.45534759759902954,0.9172338843345642,0.0075432528656992045,109.86944025213069,116.55788217070089,0.00736013799905777,109.91668701171875
0.9734228253364563,0.8115252256393433,0.9005832672119141,0.5293959975242615,0.7592642307281494,0.5390374660491943,0.9172338843345642,0.005925416142087091,90.69597764448686,97.26573269327424,0.0057766009122133255,90.47159576416016
