log,config,excluded_feature,pattern,run,attribute,attribute_kind,metric,value
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,even,8,case:Project,categorical,accuracy,0.9095719456672668
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,even,9,case:Project,categorical,accuracy,0.9338624477386476
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,even,0,case:RequestedAmount,numerical,mae,0.049854464828968
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,even,1,case:RequestedAmount,numerical,mae,0.0451890490949153
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,even,2,case:RequestedAmount,numerical,mae,0.0629776492714881
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,even,3,case:RequestedAmount,numerical,mae,0.0741980820894241
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,even,4,case:RequestedAmount,numerical,mae,0.0505387037992477
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,even,5,case:RequestedAmount,numerical,mae,0.1246695816516876
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,even,6,case:RequestedAmount,numerical,mae,0.0767512246966362
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,even,7,case:RequestedAmount,numerical,mae,0.0738800913095474
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,even,8,case:RequestedAmount,numerical,mae,0.0504073724150657
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,even,9,case:RequestedAmount,numerical,mae,0.0543857738375663
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,even,0,case:RfpNumber,categorical,accuracy,0.0447330437600612
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,even,1,case:RfpNumber,categorical,accuracy,0.0447330437600612
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,even,2,case:RfpNumber,categorical,accuracy,0.0447330437600612
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,even,3,case:RfpNumber,categorical,accuracy,0.0447330437600612
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,even,4,case:RfpNumber,categorical,accuracy,0.0447330437600612
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,even,5,case:RfpNumber,categorical,accuracy,0.0447330437600612
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,even,6,case:RfpNumber,categorical,accuracy,0.0447330437600612
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,even,7,case:RfpNumber,categorical,accuracy,0.0447330437600612
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,even,8,case:RfpNumber,categorical,accuracy,0.0447330437600612
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,even,9,case:RfpNumber,categorical,accuracy,0.0447330437600612
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,even,0,case:Task,categorical,accuracy,0.7539682388305664
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,even,1,case:Task,categorical,accuracy,0.7544492483139038
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,even,2,case:Task,categorical,accuracy,0.7554112672805786
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,even,3,case:Task,categorical,accuracy,0.7582972645759583
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,even,4,case:Task,categorical,accuracy,0.7575757503509521
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,even,5,case:Task,categorical,accuracy,0.7582972645759583
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,even,6,case:Task,categorical,accuracy,0.7539682388305664
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,even,7,case:Task,categorical,accuracy,0.7561327815055847
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,even,8,case:Task,categorical,accuracy,0.7539682388305664
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,even,9,case:Task,categorical,accuracy,0.7546897530555725
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,even,0,org:resource,categorical,accuracy,0.9992785453796388
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,even,1,org:resource,categorical,accuracy,1.0
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,even,2,org:resource,categorical,accuracy,0.9992785453796388
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,even,3,org:resource,categorical,accuracy,0.9992785453796388
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,even,4,org:resource,categorical,accuracy,0.9992785453796388
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,even,5,org:resource,categorical,accuracy,1.0
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,even,6,org:resource,categorical,accuracy,0.9995189905166626
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,even,7,org:resource,categorical,accuracy,0.9992785453796388
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,even,8,org:resource,categorical,accuracy,0.9992785453796388
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,even,9,org:resource,categorical,accuracy,0.9992785453796388
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,even,0,org:role,categorical,accuracy,0.9898989796638488
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,even,1,org:role,categorical,accuracy,0.9918230175971984
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,even,2,org:role,categorical,accuracy,0.987975001335144
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,even,3,org:role,categorical,accuracy,0.9894180297851562
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,even,4,org:role,categorical,accuracy,0.9903799891471864
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,even,5,org:role,categorical,accuracy,0.9898989796638488
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,even,6,org:role,categorical,accuracy,0.9915825128555298
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,even,7,org:role,categorical,accuracy,0.9925445318222046
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,even,8,org:role,categorical,accuracy,0.9894180297851562
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,even,9,org:role,categorical,accuracy,0.9894180297851562
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,odd,0,Activity,categorical,accuracy,0.9715840816497804
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,odd,1,Activity,categorical,accuracy,0.9851874709129332
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,odd,2,Activity,categorical,accuracy,0.9851874709129332
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,odd,3,Activity,categorical,accuracy,0.9876058101654052
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,odd,4,Activity,categorical,accuracy,0.9401451349258424
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,odd,5,Activity,categorical,accuracy,0.974304735660553
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,odd,6,Activity,categorical,accuracy,0.932889997959137
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,odd,7,Activity,categorical,accuracy,0.9842805862426758
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,odd,8,Activity,categorical,accuracy,0.9350060820579528
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,odd,9,Activity,categorical,accuracy,0.9866989254951476
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,odd,0,case:Activity,categorical,accuracy,1.0
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,odd,1,case:Activity,categorical,accuracy,1.0
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,odd,2,case:Activity,categorical,accuracy,1.0
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,odd,3,case:Activity,categorical,accuracy,1.0
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,odd,4,case:Activity,categorical,accuracy,1.0
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,odd,5,case:Activity,categorical,accuracy,1.0
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,odd,6,case:Activity,categorical,accuracy,1.0
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,odd,7,case:Activity,categorical,accuracy,1.0
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,odd,8,case:Activity,categorical,accuracy,1.0
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,odd,9,case:Activity,categorical,accuracy,1.0
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,odd,0,case:OrganizationalEntity,categorical,accuracy,0.9531439542770386
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,odd,1,case:OrganizationalEntity,categorical,accuracy,0.9489117860794068
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,odd,2,case:OrganizationalEntity,categorical,accuracy,0.9419589042663574
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,odd,3,case:OrganizationalEntity,categorical,accuracy,0.9461910724639891
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,odd,4,case:OrganizationalEntity,categorical,accuracy,0.9522370100021362
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,odd,5,case:OrganizationalEntity,categorical,accuracy,0.934703767299652
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,odd,6,case:OrganizationalEntity,categorical,accuracy,0.9513301253318788
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,odd,7,case:OrganizationalEntity,categorical,accuracy,0.9371221661567688
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,odd,8,case:OrganizationalEntity,categorical,accuracy,0.9365175366401672
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,odd,9,case:OrganizationalEntity,categorical,accuracy,0.9467957019805908
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,odd,0,case:Project,categorical,accuracy,0.936819851398468
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,odd,1,case:Project,categorical,accuracy,0.9262394309043884
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,odd,2,case:Project,categorical,accuracy,0.9214026927947998
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,odd,3,case:Project,categorical,accuracy,0.9386336207389832
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,odd,4,case:Project,categorical,accuracy,0.9371221661567688
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,odd,5,case:Project,categorical,accuracy,0.8966143131256104
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,odd,6,case:Project,categorical,accuracy,0.927146315574646
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,odd,7,case:Project,categorical,accuracy,0.9226118922233582
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,odd,8,case:Project,categorical,accuracy,0.9087061882019044
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,odd,9,case:Project,categorical,accuracy,0.9313784837722778
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,odd,0,case:RequestedAmount,numerical,mae,0.0460539944469928
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,odd,1,case:RequestedAmount,numerical,mae,0.0370548069477081
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,odd,2,case:RequestedAmount,numerical,mae,0.0556253679096698
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,odd,3,case:RequestedAmount,numerical,mae,0.0587661899626255
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,odd,4,case:RequestedAmount,numerical,mae,0.0640873685479164
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,odd,5,case:RequestedAmount,numerical,mae,0.1431816965341568
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,odd,6,case:RequestedAmount,numerical,mae,0.0792179703712463
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,odd,7,case:RequestedAmount,numerical,mae,0.0522871501743793
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,odd,8,case:RequestedAmount,numerical,mae,0.0463787578046321
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,odd,9,case:RequestedAmount,numerical,mae,0.0608734264969825
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,odd,0,case:RfpNumber,categorical,accuracy,0.0317412354052066
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,odd,1,case:RfpNumber,categorical,accuracy,0.0317412354052066
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,odd,2,case:RfpNumber,categorical,accuracy,0.0317412354052066
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,odd,3,case:RfpNumber,categorical,accuracy,0.0317412354052066
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,odd,4,case:RfpNumber,categorical,accuracy,0.0317412354052066
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,odd,5,case:RfpNumber,categorical,accuracy,0.0317412354052066
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,odd,6,case:RfpNumber,categorical,accuracy,0.0317412354052066
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,odd,7,case:RfpNumber,categorical,accuracy,0.0317412354052066
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,odd,8,case:RfpNumber,categorical,accuracy,0.0317412354052066
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,odd,9,case:RfpNumber,categorical,accuracy,0.0317412354052066
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,odd,0,case:Task,categorical,accuracy,0.7506046295166016
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,odd,1,case:Task,categorical,accuracy,0.7506046295166016
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,odd,2,case:Task,categorical,accuracy,0.7533252835273743
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,odd,3,case:Task,categorical,accuracy,0.7542321681976318
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,odd,4,case:Task,categorical,accuracy,0.7587666511535645
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,odd,5,case:Task,categorical,accuracy,0.7551390528678894
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,odd,6,case:Task,categorical,accuracy,0.75
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,odd,7,case:Task,categorical,accuracy,0.7545344829559326
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,odd,8,case:Task,categorical,accuracy,0.75
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,odd,9,case:Task,categorical,accuracy,0.7521160840988159
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,odd,0,org:resource,categorical,accuracy,0.9987908601760864
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,odd,1,org:resource,categorical,accuracy,0.9990931153297424
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,odd,2,org:resource,categorical,accuracy,0.9993954300880432
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,odd,3,org:resource,categorical,accuracy,0.9990931153297424
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,odd,4,org:resource,categorical,accuracy,0.9990931153297424
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,odd,5,org:resource,categorical,accuracy,0.9990931153297424
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,odd,6,org:resource,categorical,accuracy,0.9993954300880432
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,odd,7,org:resource,categorical,accuracy,0.999697744846344
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,odd,8,org:resource,categorical,accuracy,0.9990931153297424
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,odd,9,org:resource,categorical,accuracy,0.9990931153297424
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,odd,0,org:role,categorical,accuracy,0.96614271402359
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,odd,1,org:role,categorical,accuracy,0.9942563772201538
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,odd,2,org:role,categorical,accuracy,0.9918379783630372
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,odd,3,org:role,categorical,accuracy,0.9924426078796388
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,odd,4,org:role,categorical,accuracy,0.9903265237808228
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,odd,5,org:role,categorical,accuracy,0.9806529879570008
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,odd,6,org:role,categorical,accuracy,0.9912334084510804
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,odd,7,org:role,categorical,accuracy,0.9912334084510804
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,odd,8,org:role,categorical,accuracy,0.9933494925498962
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,odd,9,org:role,categorical,accuracy,0.9903265237808228
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,random,0,Activity,categorical,accuracy,0.8661819696426392
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,random,1,Activity,categorical,accuracy,0.8338717818260193
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,random,2,Activity,categorical,accuracy,0.8772212862968445
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,random,3,Activity,categorical,accuracy,0.8715670108795166
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,random,4,Activity,categorical,accuracy,0.8424878716468811
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,random,5,Activity,categorical,accuracy,0.8196014761924744
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,random,6,Activity,categorical,accuracy,0.8290252685546875
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,random,7,Activity,categorical,accuracy,0.8449110984802246
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,random,8,Activity,categorical,accuracy,0.8578351736068726
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,random,9,Activity,categorical,accuracy,0.8651049733161926
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,random,0,case:Activity,categorical,accuracy,0.950996160507202
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,random,1,case:Activity,categorical,accuracy,0.9903069138526917
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,random,2,case:Activity,categorical,accuracy,0.9757673144340516
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,random,3,case:Activity,categorical,accuracy,0.9903069138526917
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,random,4,case:Activity,categorical,accuracy,0.98546040058136
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,random,5,case:Activity,categorical,accuracy,0.9787290692329408
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,random,6,case:Activity,categorical,accuracy,0.9851911067962646
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,random,7,case:Activity,categorical,accuracy,0.9851911067962646
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,random,8,case:Activity,categorical,accuracy,0.9800753593444824
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,random,9,case:Activity,categorical,accuracy,0.9846526384353638
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,random,0,case:OrganizationalEntity,categorical,accuracy,0.8640279769897461
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,random,1,case:OrganizationalEntity,categorical,accuracy,0.8675282597541809
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,random,2,case:OrganizationalEntity,categorical,accuracy,0.845180332660675
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,random,3,case:OrganizationalEntity,categorical,accuracy,0.8659127354621887
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,random,4,case:OrganizationalEntity,categorical,accuracy,0.8467958569526672
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,random,5,case:OrganizationalEntity,categorical,accuracy,0.8392568230628967
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,random,6,case:OrganizationalEntity,categorical,accuracy,0.8586429357528687
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,random,7,case:OrganizationalEntity,categorical,accuracy,0.8457188606262207
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,random,8,case:OrganizationalEntity,categorical,accuracy,0.8158319592475891
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,random,9,case:OrganizationalEntity,categorical,accuracy,0.8583737015724182
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,random,0,case:Project,categorical,accuracy,0.8524501323699951
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,random,1,case:Project,categorical,accuracy,0.8276790380477905
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,random,2,case:Project,categorical,accuracy,0.8193322420120239
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,random,3,case:Project,categorical,accuracy,0.8564889430999756
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,random,4,case:Project,categorical,accuracy,0.8618739247322083
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,random,5,case:Project,categorical,accuracy,0.8177167177200317
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,random,6,case:Project,categorical,accuracy,0.8621432185173035
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,random,7,case:Project,categorical,accuracy,0.779752254486084
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,random,8,case:Project,categorical,accuracy,0.8128702044487
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,random,9,case:Project,categorical,accuracy,0.8338717818260193
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,random,0,case:RequestedAmount,numerical,mae,0.112996369600296
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,random,1,case:RequestedAmount,numerical,mae,0.1082642152905464
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,random,2,case:RequestedAmount,numerical,mae,0.1347934603691101
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,random,3,case:RequestedAmount,numerical,mae,0.1294164657592773
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,random,4,case:RequestedAmount,numerical,mae,0.1075126677751541
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,random,5,case:RequestedAmount,numerical,mae,0.1602032482624054
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,random,6,case:RequestedAmount,numerical,mae,0.1202771365642547
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,random,7,case:RequestedAmount,numerical,mae,0.1243827044963836
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,random,8,case:RequestedAmount,numerical,mae,0.1154689788818359
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,random,9,case:RequestedAmount,numerical,mae,0.1105378270149231
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,random,0,case:RfpNumber,categorical,accuracy,0.0413269586861133
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,random,1,case:RfpNumber,categorical,accuracy,0.0413269586861133
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,random,2,case:RfpNumber,categorical,accuracy,0.0413269586861133
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,random,3,case:RfpNumber,categorical,accuracy,0.0413269586861133
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,random,4,case:RfpNumber,categorical,accuracy,0.0413269586861133
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,random,5,case:RfpNumber,categorical,accuracy,0.0413269586861133
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,random,6,case:RfpNumber,categorical,accuracy,0.0413269586861133
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,random,7,case:RfpNumber,categorical,accuracy,0.0413269586861133
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,random,8,case:RfpNumber,categorical,accuracy,0.0413269586861133
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,random,9,case:RfpNumber,categorical,accuracy,0.0413269586861133
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,random,0,case:Task,categorical,accuracy,0.7534357309341431
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,random,1,case:Task,categorical,accuracy,0.7531662583351135
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,random,2,case:Task,categorical,accuracy,0.7539746165275574
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,random,3,case:Task,categorical,accuracy,0.754783034324646
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,random,4,case:Task,categorical,accuracy,0.754783034324646
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,random,5,case:Task,categorical,accuracy,0.7555914521217346
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,random,6,case:Task,categorical,accuracy,0.752896785736084
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,random,7,case:Task,categorical,accuracy,0.7545135617256165
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,random,8,case:Task,categorical,accuracy,0.752896785736084
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,random,9,case:Task,categorical,accuracy,0.7539746165275574
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,random,0,org:resource,categorical,accuracy,0.8979536294937134
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,random,1,org:resource,categorical,accuracy,0.8796445727348328
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,random,2,org:resource,categorical,accuracy,0.9068389534950256
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,random,3,org:resource,categorical,accuracy,0.9165319800376892
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,random,4,org:resource,categorical,accuracy,0.911416232585907
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,random,5,org:resource,categorical,accuracy,0.8826063275337219
BPI20_RequestForPayment_CZ,ablate::time:timestamp,time:timestamp,random,6,org:resource,categorical,accuracy,0.8952611088752747
