Activity_acc,org:resource_acc,impact_acc,concept:name_acc,lifecycle:transition_acc,org:role_acc,organization country_acc,organization involved_acc,product_acc,resource country_acc,time:timestamp_mae,AVG_total_loss,MAE_time:timestamp
0.5295857787132263,0.13554216921329498,1.0,0.5207100510597229,0.5295857787132263,0.7357512712478638,0.9733728170394897,0.2967359125614166,0.41124260425567627,0.807692289352417,0.03613051399588585,19.27129091322422,0.03450929373502731
0.5295857787132263,0.06927710771560669,1.0,0.5680473446846008,0.5295857787132263,0.7746113538742065,0.9733728170394897,0.10089020431041718,0.39349111914634705,0.831360936164856,0.021736538968980312,20.046825441066176,0.020732548087835312
0.5295857787132263,0.05722891539335251,1.0,0.5207100510597229,0.5295857787132263,0.7512953281402588,0.9733728170394897,0.14243322610855103,0.34319525957107544,0.8520710468292236,0.03638069145381451,20.46258493186906,0.03531232476234436
0.5295857787132263,0.07831324636936188,1.0,0.5621302127838135,0.5295857787132263,0.7176165580749512,0.9733728170394897,0.2640949487686157,0.3639053404331207,0.831360936164856,0.03797689080238342,20.12085790699348,0.036595817655324936
0.5295857787132263,0.11144577711820602,1.0,0.5207100510597229,0.526627242565155,0.7409326434135437,0.9733728170394897,0.2433234453201294,0.3668639063835144,0.8372781276702881,0.04857446439564228,19.661351962480694,0.047675568610429764
0.5295857787132263,0.129518061876297,1.0,0.5680473446846008,0.5295857787132263,0.7590673565864563,0.9733728170394897,0.2700296640396118,0.39053255319595337,0.8402367234230042,0.02200619224458933,19.05431864177808,0.020568329840898514
0.5295857787132263,0.08433734625577927,1.0,0.5473372936248779,0.5295857787132263,0.7331606149673462,0.9733728170394897,0.06528189778327942,0.39053255319595337,0.8402367234230042,0.02171384636312723,20.73023931402713,0.020228108391165733
0.526627242565155,0.1234939694404602,1.0,0.5680473446846008,0.5295857787132263,0.7383419275283813,0.9792899489402771,0.21958456933498383,0.43491125106811523,0.831360936164856,0.025919798761606216,19.066010255366564,0.024207163602113724
0.5295857787132263,0.11144577711820602,1.0,0.5621302127838135,0.5295857787132263,0.7176165580749512,0.9733728170394897,0.20178040862083435,0.38165679574012756,0.7988165616989136,0.028752977028489113,20.06757187610492,0.02711772359907627
0.5295857787132263,0.10843373090028763,1.0,0.5680473446846008,0.5295857787132263,0.7435232996940613,0.9733728170394897,0.28486645221710205,0.37278106808662415,0.8461538553237915,0.025038061663508415,19.24519405514002,0.023260079324245453
