Activity_acc,org:resource_acc,impact_acc,concept:name_acc,lifecycle:transition_acc,org:role_acc,organization country_acc,organization involved_acc,product_acc,resource country_acc,time:timestamp_mae,AVG_total_loss,MAE_time:timestamp
0.7043269276618958,0.16461916267871857,1.0,0.7379807829856873,0.701923131942749,0.7938596606254578,0.9615384936332703,0.4320388436317444,0.4447115659713745,0.8461538553237915,0.022893759422004223,17.439629822503775,0.020647812634706497
0.697115421295166,0.19656018912792206,1.0,0.7379807829856873,0.7091346383094788,0.8004385828971863,0.9591346383094788,0.4320388436317444,0.45432692766189575,0.8701923489570618,0.01922651194036007,17.182836134918034,0.016127150505781174
0.661057710647583,0.10810810327529907,1.0,0.7620192766189575,0.701923131942749,0.7368420958518982,0.9567307829856873,0.29611650109291077,0.3461538553237915,0.853365421295166,0.01014227420091629,18.1260797502473,0.009177560918033123
0.6850962042808533,0.1621621549129486,1.0,0.7475962042808533,0.6899038553237915,0.7521929740905762,0.9711538553237915,0.43689319491386414,0.4302884638309479,0.8677884936332703,0.025173763744533062,16.78439733851701,0.02234489656984806
0.7163462042808533,0.1818181723356247,1.0,0.7355769276618958,0.697115421295166,0.7368420958518982,0.9591346383094788,0.36650484800338745,0.42307692766189575,0.8653846383094788,0.026006930507719517,17.237393032759428,0.02188781462609768
0.7067307829856873,0.12776412069797516,1.0,0.7427884936332703,0.7091346383094788,0.7609649300575256,0.9639423489570618,0.40291261672973633,0.38942310214042664,0.8293269276618958,0.018265388906002045,18.25248490436934,0.015519379638135433
0.7139423489570618,0.17199017107486725,1.0,0.7524038553237915,0.701923131942749,0.7521929740905762,0.9663462042808533,0.4223301112651825,0.4134615659713745,0.8822115659713745,0.03736425098031759,17.947456444613636,0.022813405841588974
0.6899038553237915,0.1498771458864212,1.0,0.7427884936332703,0.7043269276618958,0.7478070259094238,0.9639423489570618,0.3203883469104767,0.32451924681663513,0.8629807829856873,0.02497027814388275,18.840762911830097,0.020001018419861794
0.6995192766189575,0.1695331633090973,1.0,0.7379807829856873,0.7067307829856873,0.8114035129547119,0.9591346383094788,0.38349515199661255,0.38461539149284363,0.826923131942749,0.020092074293643236,18.789831170346588,0.015179851092398167
0.7043269276618958,0.12776412069797516,1.0,0.7355769276618958,0.7115384936332703,0.7258772253990173,0.9567307829856873,0.43446603417396545,0.38461539149284363,0.8677884936332703,0.027197016403079033,17.462262622546405,0.026200391352176666
