Activity_acc,org:resource_acc,impact_acc,concept:name_acc,lifecycle:transition_acc,org:role_acc,organization country_acc,organization involved_acc,product_acc,resource country_acc,time:timestamp_mae,AVG_total_loss,MAE_time:timestamp
0.6724891066551208,0.14942528307437897,1.0,0.7358078956604004,0.6790392994880676,0.7768762707710266,0.9628821015357971,0.39823007583618164,0.44759824872016907,0.8253275156021118,0.02098246570676565,17.614743668120354,0.01840253174304962
0.5938864946365356,0.17241379618644714,1.0,0.7685589790344238,0.6506550312042236,0.772819459438324,0.9628821015357971,0.3761062026023865,0.45414847135543823,0.8318777680397034,0.019407526589930058,17.605360097251832,0.015564768575131893
0.6834061145782471,0.08505746722221375,1.0,0.7991266250610352,0.7292576432228088,0.703853964805603,0.9650655388832092,0.2787610590457916,0.2947598397731781,0.8296943306922913,0.012992063537240028,18.410984381102026,0.010280014015734196
0.6572052240371704,0.16091954708099365,1.0,0.7707423567771912,0.6986899375915527,0.7789046764373779,0.9672489166259766,0.40265485644340515,0.41703057289123535,0.8362445831298828,0.022379091009497643,17.324626563116908,0.019717101007699966
0.6855895519256592,0.1425287425518036,0.9956331849098206,0.7772926092147827,0.6899563670158386,0.7139959335327148,0.9519650936126709,0.3362831771373749,0.41703057289123535,0.8231441378593445,0.02685963176190853,18.018533955328166,0.02041437476873398
0.6899563670158386,0.11724138259887695,1.0,0.7751091718673706,0.7052401900291443,0.7058823108673096,0.9606987237930298,0.3849557638168335,0.3951965272426605,0.8056768774986267,0.016986230853945017,18.435977270361036,0.01385998260229826
0.6943231821060181,0.14482758939266205,1.0,0.7816594243049622,0.6419214010238647,0.7322515249252319,0.9672489166259766,0.4048672616481781,0.39737990498542786,0.8253275156021118,0.034177510999143124,18.292904200032353,0.02151879481971264
0.6834061145782471,0.14942528307437897,1.0,0.7620087265968323,0.6965065598487854,0.7363082766532898,0.9650655388832092,0.32300883531570435,0.31004366278648376,0.8406113386154175,0.01990172965452075,18.831467990297824,0.01554211787879467
0.6746724843978882,0.14942528307437897,1.0,0.7947598099708557,0.6986899375915527,0.772819459438324,0.9585152864456177,0.35176992416381836,0.3930131196975708,0.8296943306922913,0.01689682062715292,18.370040021836758,0.012866660952568054
0.6768559217453003,0.1149425283074379,1.0,0.7816594243049622,0.6659388542175293,0.7018255591392517,0.9519650936126709,0.39159291982650757,0.3537117838859558,0.8340611457824707,0.026825505308806896,17.841050988063216,0.02542005106806755
