Activity_acc,org:resource_acc,impact_acc,concept:name_acc,lifecycle:transition_acc,org:group_acc,org:role_acc,organization country_acc,organization involved_acc,resource country_acc,time:timestamp_mae,AVG_total_loss,MAE_time:timestamp
0.5295857787132263,0.09337349236011505,1.0,0.5207100510597229,0.5295857787132263,0.9260355234146118,0.7202072143554688,0.9733728170394897,0.25222551822662354,0.834319531917572,0.027334445156157017,16.330575803294778,0.02528686635196209
0.5295857787132263,0.07831324636936188,1.0,0.550295889377594,0.5295857787132263,0.9526627063751221,0.7202072143554688,0.9733728170394897,0.05341246351599693,0.8047337532043457,0.03873321786522865,17.380700934678316,0.03658982738852501
0.5295857787132263,0.027108432725071907,1.0,0.5207100510597229,0.5295857787132263,0.9526627063751221,0.7357512712478638,0.9733728170394897,0.14243322610855103,0.8047337532043457,0.020026973448693752,16.912391919642687,0.018569251522421837
0.5295857787132263,0.10240963101387024,1.0,0.5680473446846008,0.5295857787132263,0.9260355234146118,0.7383419275283813,0.9733728170394897,0.24629080295562744,0.834319531917572,0.022510924376547337,16.36001824727282,0.021015869453549385
0.5295857787132263,0.09939758479595184,1.0,0.550295889377594,0.5295857787132263,0.9585798978805542,0.7357512712478638,0.9733728170394897,0.21958456933498383,0.8491124510765076,0.02684485726058483,15.846867764368653,0.0248507559299469
0.5295857787132263,0.01807228848338127,1.0,0.5059171915054321,0.5295857787132263,0.9230769276618958,0.7202072143554688,0.9733728170394897,0.15133531391620636,0.8491124510765076,0.02036276925355196,16.855789287015796,0.01978318765759468
0.5295857787132263,0.11445783078670502,1.0,0.5473372936248779,0.5295857787132263,0.9230769276618958,0.7279792428016663,0.9733728170394897,0.231453999876976,0.7840237021446228,0.014019768219441175,16.468277520034462,0.013297859579324722
0.526627242565155,0.11144577711820602,1.0,0.5207100510597229,0.5295857787132263,0.9230769276618958,0.7435232996940613,0.9733728170394897,0.27893173694610596,0.834319531917572,0.026392892003059387,16.265393785201013,0.02570943534374237
0.5295857787132263,0.06927710771560669,1.0,0.5207100510597229,0.5295857787132263,0.9201183319091797,0.7616580128669739,0.9733728170394897,0.1661721020936966,0.831360936164856,0.027496609836816788,16.706874114926904,0.02643253095448017
0.5295857787132263,0.08734939247369766,1.0,0.5621302127838135,0.5295857787132263,0.9497041702270508,0.7357512712478638,0.9733728170394897,0.11275964230298996,0.8047337532043457,0.0228200638666749,16.68303495598957,0.021245239302515984
