Activity_acc,org:resource_acc,impact_acc,concept:name_acc,lifecycle:transition_acc,org:group_acc,org:role_acc,organization country_acc,organization involved_acc,resource country_acc,time:timestamp_mae,AVG_total_loss,MAE_time:timestamp
0.5131004452705383,0.08505746722221375,1.0,0.5480349659919739,0.5131004452705383,0.9122806787490845,0.6734279990196228,0.971615731716156,0.2146017700433731,0.7816594243049622,0.030101523734629154,17.262151925824583,0.03034788742661476
0.5021834373474121,0.05287356302142143,1.0,0.5589519739151001,0.49563318490982056,0.9342105388641357,0.7221094965934753,0.971615731716156,0.05752212554216385,0.7620087265968323,0.041509877890348434,18.028667483478785,0.041882824152708054
0.5087336301803589,0.027586206793785095,1.0,0.5524017810821533,0.5,0.9364035129547119,0.6977687478065491,0.971615731716156,0.12389380484819412,0.7576419115066528,0.0201666709035635,17.77614455949515,0.019592761993408203
0.49563318490982056,0.0873563215136528,1.0,0.5567685961723328,0.5,0.9122806787490845,0.6916835308074951,0.971615731716156,0.21681416034698486,0.7663755416870117,0.022478437051177025,17.187455714680254,0.02227533794939518
0.49563318490982056,0.08275862038135529,1.0,0.5567685961723328,0.5087336301803589,0.9364035129547119,0.7058823108673096,0.971615731716156,0.20353981852531433,0.8144105076789856,0.028845464810729027,16.839067107997835,0.02907506935298443
0.49563318490982056,0.02068965509533882,1.0,0.5480349659919739,0.5043668150901794,0.9100877046585083,0.7119675278663635,0.971615731716156,0.1393805295228958,0.8013100624084473,0.030071753077208996,17.743652230128646,0.029559751972556114
0.49563318490982056,0.0873563215136528,1.0,0.5480349659919739,0.49563318490982056,0.9100877046585083,0.7079107165336609,0.971615731716156,0.21238937973976135,0.7663755416870117,0.016368431970477104,17.24562675319612,0.016125010326504707
0.4978165924549103,0.0873563215136528,1.0,0.5458515286445618,0.4912663698196411,0.9078947305679321,0.7322515249252319,0.971615731716156,0.2566371560096741,0.7620087265968323,0.03427717089653015,17.13442619331181,0.03406814858317375
0.528384268283844,0.06666666269302368,1.0,0.5480349659919739,0.5065502524375916,0.9035087823867798,0.7342799305915833,0.971615731716156,0.16814158856868744,0.7838428020477295,0.03236265294253826,17.60284958872944,0.03285275399684906
0.5131004452705383,0.07586206495761871,1.0,0.5480349659919739,0.4912663698196411,0.9364035129547119,0.7139959335327148,0.971615731716156,0.09955751895904541,0.7620087265968323,0.02259365562349558,17.548135600984097,0.022076494991779327
