Activity_acc,impact_acc,concept:name_acc,lifecycle:transition_acc,org:group_acc,org:role_acc,organization country_acc,organization involved_acc,product_acc,resource country_acc,time:timestamp_mae,AVG_total_loss,MAE_time:timestamp
0.7427884936332703,0.8125000596046448,0.764423131942749,0.7427884936332703,0.8365384936332703,0.5548245906829834,0.795673131942749,0.19174757599830627,0.26682692766189575,0.7572115659713745,0.02113738190382719,17.253096575848758,0.022915787994861603
0.7427884936332703,0.8125000596046448,0.723557710647583,0.7427884936332703,0.6899038553237915,0.5570175647735596,0.795673131942749,0.20145630836486816,0.286057710647583,0.733173131942749,0.02121267281472683,17.151920979842544,0.023038025945425034
0.7427884936332703,0.8125000596046448,0.697115421295166,0.7427884936332703,0.6899038553237915,0.530701756477356,0.795673131942749,0.12135922163724899,0.26923078298568726,0.71875,0.02815874293446541,17.908068690449,0.03090188466012478
0.7427884936332703,0.8125000596046448,0.733173131942749,0.7403846383094788,0.8389423489570618,0.5570175647735596,0.795673131942749,0.1893203854560852,0.2836538553237915,0.723557710647583,0.014268112368881702,17.174141165800393,0.015702199190855026
0.7427884936332703,0.8125000596046448,0.764423131942749,0.7427884936332703,0.6850962042808533,0.5482456088066101,0.795673131942749,0.19660194218158722,0.32451924681663513,0.7572115659713745,0.020736761391162872,17.184669263660908,0.023361919447779655
0.7427884936332703,0.8125000596046448,0.7620192766189575,0.7427884936332703,0.817307710647583,0.5635964870452881,0.795673131942749,0.17961165308952332,0.25961539149284363,0.7403846383094788,0.014437026809900999,17.572879768442363,0.01643197610974312
0.7043269276618958,0.8125000596046448,0.6899038553237915,0.7067307829856873,0.8341346383094788,0.5614035129547119,0.6875,0.12378641217947006,0.286057710647583,0.7403846383094788,0.016634433530271053,17.683581947349012,0.018697818741202354
0.7427884936332703,0.8125000596046448,0.764423131942749,0.7427884936332703,0.6730769276618958,0.5504385828971863,0.795673131942749,0.18689320981502533,0.23798078298568726,0.7427884936332703,0.026433386839926243,17.780710973776877,0.028986359015107155
0.701923131942749,0.8125000596046448,0.661057710647583,0.692307710647583,0.8389423489570618,0.5570175647735596,0.795673131942749,0.2063106745481491,0.3365384638309479,0.7572115659713745,0.02209386695176363,17.29554304946214,0.024237200617790222
0.7043269276618958,0.8125000596046448,0.7620192766189575,0.7403846383094788,0.6730769276618958,0.530701756477356,0.795673131942749,0.09223300963640213,0.20673078298568726,0.7427884936332703,0.02023656852543354,18.4272150862962,0.022039515897631645
