Activity_acc,impact_acc,concept:name_acc,lifecycle:transition_acc,org:group_acc,org:role_acc,organization country_acc,organization involved_acc,product_acc,resource country_acc,time:timestamp_mae,AVG_total_loss,MAE_time:timestamp
0.5435897707939148,0.7958656549453735,0.7115902900695801,0.6648935675621033,0.782608687877655,0.47482016682624817,0.7839999794960022,0.16844920814037323,0.2639999985694885,0.6777493357658386,0.021466461941599846,19.59918869845569,0.023896869271993637
0.5461538434028625,0.7906976938247681,0.6900269389152527,0.6595744490623474,0.70923912525177,0.4940048158168793,0.781333327293396,0.16577540338039398,0.2746666669845581,0.7058823704719543,0.021277843974530697,19.28518898691982,0.023952696472406387
0.5333333611488342,0.7932816743850708,0.698113203048706,0.6595744490623474,0.6521739363670349,0.44364508986473083,0.7786666750907898,0.11497326195240021,0.2693333327770233,0.6854220032691956,0.029603974893689156,20.314904453232884,0.032729603350162506
0.5410256385803223,0.7906976938247681,0.7088948488235474,0.6542552709579468,0.79347825050354,0.4940048158168793,0.7786666750907898,0.16310161352157593,0.2639999985694885,0.6905370950698853,0.01510964147746563,19.118647245690227,0.01665065996348858
0.5615384578704834,0.801033616065979,0.714285671710968,0.6781914830207825,0.679347813129425,0.46043166518211365,0.7839999794960022,0.15775401890277863,0.30666667222976685,0.7263426780700684,0.021147779189050198,19.273788339458406,0.02371804602444172
0.5512820482254028,0.801033616065979,0.6765498518943787,0.6648935675621033,0.7146739363670349,0.4700239896774292,0.7839999794960022,0.15508021414279938,0.24799999594688416,0.710997462272644,0.015108743216842413,19.809608736541122,0.017136910930275917
0.5256410241127014,0.7984496355056763,0.7358490228652954,0.646276593208313,0.7744565606117249,0.4916067123413086,0.6773333549499512,0.0935828909277916,0.2666666507720947,0.7161125540733337,0.016300681047141552,19.55088512878865,0.018853118643164635
0.5487179756164551,0.7855297327041626,0.7061994671821594,0.6648935675621033,0.6385869979858398,0.47961631417274475,0.7680000066757202,0.15240642428398132,0.2133333384990692,0.7186700701713562,0.026172704063355923,20.168994686566293,0.02917124703526497
0.5410256385803223,0.7906976938247681,0.7493261098861694,0.6382978558540344,0.7445652484893799,0.48201438784599304,0.7226666808128357,0.15508021414279938,0.3199999928474426,0.7237851619720459,0.02330702915787697,19.377437386661768,0.025894640013575554
0.5333333611488342,0.7932816743850708,0.7358490228652954,0.6755318641662598,0.66847825050354,0.48201438784599304,0.7360000014305115,0.0989304855465889,0.2133333384990692,0.687979519367218,0.022061770781874657,20.35099453292787,0.02407253533601761
