org:resource_acc,impact_acc,concept:name_acc,lifecycle:transition_acc,org:group_acc,org:role_acc,organization country_acc,organization involved_acc,product_acc,resource country_acc,time:timestamp_mae,AVG_total_loss,MAE_time:timestamp
0.030120480805635452,1.0,0.5207100510597229,0.5295857787132263,0.9230769276618958,0.6398963332176208,0.9733728170394897,0.21364985406398773,0.2781065106391907,0.8402367234230042,0.02594761922955513,20.217622861266136,0.02708425000309944
0.07530120015144348,1.0,0.5207100510597229,0.5295857787132263,0.9230769276618958,0.7072538733482361,0.9733728170394897,0.22255192697048187,0.3550295829772949,0.7988165616989136,0.014032088220119476,19.91422523930669,0.013975650072097778
0.054216865450143814,1.0,0.5207100510597229,0.5295857787132263,0.9171597957611084,0.6735751032829285,0.9733728170394897,0.20771513879299164,0.32248520851135254,0.8224852085113525,0.03013661690056324,20.64697214961052,0.03116181120276451
0.027108432725071907,1.0,0.5118343234062195,0.526627242565155,0.8994082808494568,0.6839377880096436,0.9733728170394897,0.1928783357143402,0.3372780978679657,0.807692289352417,0.018206361681222916,20.156641432084143,0.018505439162254333
0.08433734625577927,1.0,0.5207100510597229,0.5295857787132263,0.9171597957611084,0.6347150206565857,0.9733728170394897,0.23442135751247406,0.35207101702690125,0.8431952595710754,0.017704824917018414,20.1777215404436,0.018103310838341713
0.05120481550693512,1.0,0.5207100510597229,0.5295857787132263,0.9171597957611084,0.6735751032829285,0.9733728170394897,0.13056379556655884,0.3047337234020233,0.8284024000167847,0.018617065623402596,20.938854324631393,0.01866135187447071
0.024096384644508362,1.0,0.5207100510597229,0.5295857787132263,0.9112426042556763,0.681347131729126,0.9733728170394897,0.15727002918720245,0.3047337234020233,0.8165680766105652,0.021503843367099762,20.431590448133647,0.022048017010092735
0.009036144241690636,1.0,0.5118343234062195,0.526627242565155,0.9230769276618958,0.7072538733482361,0.9733728170394897,0.1928783357143402,0.29289939999580383,0.831360936164856,0.02174161560833454,20.636597108095884,0.0224510096013546
0.03313253074884415,1.0,0.5207100510597229,0.526627242565155,0.9023668766021729,0.676165759563446,0.9733728170394897,0.14243322610855103,0.275147944688797,0.7869822382926941,0.02138855680823326,21.200045517180115,0.021933158859610558
0.04216867312788963,1.0,0.5207100510597229,0.5295857787132263,0.9260355234146118,0.7098445296287537,0.9615384936332703,0.18100890517234802,0.36094674468040466,0.8372781276702881,0.017310927622020245,20.47858427464962,0.01777048222720623
