org:resource_acc,impact_acc,concept:name_acc,lifecycle:transition_acc,org:group_acc,org:role_acc,organization country_acc,organization involved_acc,product_acc,resource country_acc,time:timestamp_mae,AVG_total_loss,MAE_time:timestamp
0.008241758681833744,0.8093994855880737,0.6214099526405334,0.6135770082473755,0.6657963395118713,0.44124701619148254,0.7206266522407532,0.10610079765319824,0.1749347299337387,0.7336814999580383,0.02402664814144373,24.863507301546633,0.025892620906233788
0.032967034727334976,0.7963446378707886,0.6214099526405334,0.584856390953064,0.6553524732589722,0.486810564994812,0.7180156707763672,0.10875331610441208,0.2167101800441742,0.704960823059082,0.014007993042469025,24.736760653555393,0.014367649331688881
0.024725275114178658,0.7963446378707886,0.6214099526405334,0.6161879897117615,0.7989556193351746,0.4844124913215637,0.8093994855880737,0.0954907163977623,0.20626632869243622,0.710182785987854,0.027387014590203762,24.85498138424009,0.02936861291527748
0.01923076994717121,0.7963446378707886,0.5926892757415771,0.6005222201347351,0.7911227345466614,0.4724220633506775,0.7232376337051392,0.11671087145805359,0.22454307973384857,0.707571804523468,0.016456251963973045,24.743738597258925,0.017332296818494797
0.05494505539536476,0.7963446378707886,0.6214099526405334,0.6005222201347351,0.6892950534820557,0.43884894251823425,0.7232376337051392,0.08488063514232635,0.19843342900276184,0.7154046893119812,0.016310989391058683,24.899627327453345,0.01727050542831421
0.01923076994717121,0.7963446378707886,0.6214099526405334,0.5822454690933228,0.7963446378707886,0.4700239896774292,0.8120104670524597,0.08222811669111252,0.20365536212921143,0.7206266522407532,0.01712485495954752,24.770606690086424,0.017591310665011406
0.01373626384884119,0.7963446378707886,0.6214099526405334,0.6135770082473755,0.6840730905532837,0.4724220633506775,0.7336814999580383,0.08222811669111252,0.19321149587631226,0.6997389197349548,0.019779229536652565,24.716248551383615,0.020958654582500458
0.002747252816334367,0.7963446378707886,0.5926892757415771,0.6161879897117615,0.6710183024406433,0.5035971403121948,0.8120104670524597,0.08753315359354019,0.18798956274986267,0.6710183024406433,0.01995830237865448,25.17316921055317,0.02132204733788967
0.01923076994717121,0.8093994855880737,0.6214099526405334,0.6161879897117615,0.7989556193351746,0.4892086386680603,0.8120104670524597,0.06896551698446274,0.1436031311750412,0.6971279382705688,0.019403777085244656,25.00341226812452,0.020529963076114655
0.016483517363667488,0.7832898497581482,0.6214099526405334,0.5979112386703491,0.7989556193351746,0.49880096316337585,0.7180156707763672,0.09814323484897614,0.18276762962341309,0.71279376745224,0.01589437434449792,24.832294097635895,0.016863269731402397
