Activity_acc,org:resource_acc,impact_acc,concept:name_acc,lifecycle:transition_acc,org:group_acc,org:role_acc,organization country_acc,organization involved_acc,product_acc,time:timestamp_mae,AVG_total_loss,MAE_time:timestamp
0.7011834383010864,0.12048192322254181,1.0,0.8224852085113525,0.6863905191421509,0.9408284425735474,0.7383419275283813,0.9704142212867737,0.3264094889163971,0.43195265531539917,0.01698776939883828,18.752624851942528,0.012057758867740631
0.7248520851135254,0.10843373090028763,1.0,0.857988178730011,0.715976357460022,0.9467455744743347,0.7124351859092712,0.9733728170394897,0.27893173694610596,0.3372780978679657,0.029536197893321514,18.81378350034356,0.02233675681054592
0.6834319829940796,0.13855421543121338,1.0,0.834319531917572,0.6775147914886475,0.9260355234146118,0.7020725011825562,0.9704142212867737,0.36795252561569214,0.40236687660217285,0.026359067298471928,18.618459497462027,0.023485280573368073
0.6804733872413635,0.13855421543121338,1.0,0.8431952595710754,0.7189348936080933,0.9497041702270508,0.7227979302406311,0.9674556255340576,0.3768545985221863,0.39349111914634705,0.02175081428140402,18.094418812775984,0.018590053543448448
0.6775147914886475,0.129518061876297,1.0,0.807692289352417,0.692307710647583,0.9408284425735474,0.7461139559745789,0.9733728170394897,0.32344213128089905,0.41420120000839233,0.009203563444316387,19.125057168013882,0.007855644449591637
0.6597633361816406,0.16265060007572174,1.0,0.8639053106307983,0.7189348936080933,0.9437869787216187,0.7927460670471191,0.9733728170394897,0.4035608172416687,0.36094674468040466,0.03816790133714676,18.285857438400853,0.036241427063941956
0.6893491148948669,0.13554216921329498,1.0,0.8402367234230042,0.6804733872413635,0.9053254723548889,0.7668393850326538,0.9585798978805542,0.3649851679801941,0.36982250213623047,0.02669365517795086,18.64460087061161,0.023924946784973145
0.6508876085281372,0.15662649273872375,1.0,0.7958580255508423,0.6775147914886475,0.9319526553153992,0.7979274392127991,0.9733728170394897,0.3442136347293854,0.43491125106811523,0.017912056297063828,17.699044716719072,0.01793118193745613
0.6982248425483704,0.15662649273872375,1.0,0.8639053106307983,0.7189348936080933,0.9378698468208313,0.7176165580749512,0.9733728170394897,0.3976261019706726,0.417159765958786,0.01837668940424919,18.126891744788736,0.017968619242310524
0.6213017702102661,0.09036144614219666,1.0,0.7899408340454102,0.642011821269989,0.9497041702270508,0.6865285038948059,0.9704142212867737,0.3768545985221863,0.38165679574012756,0.04269292205572128,19.825361140829045,0.0369265191257
