,mean,std
Activity_acc,0.6731441140174865,0.030930299713773195
org:resource_acc,0.1365517258644104,0.013543941538391974
concept:name_acc,0.7875546038150787,0.01749905948876023
lifecycle:transition_acc,0.681877738237381,0.0348441591651299
org:group_acc,0.9471491277217865,0.017889216018828893
org:role_acc,0.7255577921867371,0.028074562026019694
organization country_acc,0.9574236035346985,0.014271238698149927
organization involved_acc,0.35619468688964845,0.028656871958473534
product_acc,0.37641921937465667,0.023248698827311245
resource country_acc,0.8222707509994507,0.027679443354839895
time:timestamp_mae,0.019295226223766802,0.008324767962194878
AVG_total_loss,19.04696490485221,0.5568196384112243
MAE_time:timestamp,0.0169710666872561,0.008073374453546207
