Activity_acc,org:resource_acc,concept:name_acc,lifecycle:transition_acc,org:group_acc,org:role_acc,organization country_acc,organization involved_acc,product_acc,resource country_acc,time:timestamp_mae,AVG_total_loss,MAE_time:timestamp
0.5230769515037537,0.03988603875041008,0.7331536412239075,0.6356382966041565,0.64402174949646,0.4652278423309326,0.7573333382606506,0.0935828909277916,0.18400000035762787,0.6905370950698853,0.02120946627110243,26.343425440602005,0.024231089279055595
0.5615384578704834,0.028490029275417328,0.7196765542030334,0.6542552709579468,0.76902174949646,0.48201438784599304,0.7733333110809326,0.07754010707139969,0.25333333015441895,0.7263426780700684,0.025239840149879456,25.302988216280937,0.0279704462736845
0.5487179756164551,0.03988603875041008,0.7115902900695801,0.6489361524581909,0.6277173757553101,0.4844124913215637,0.7306666374206543,0.09090909361839294,0.23999999463558197,0.6726342439651489,0.0286753186956048,25.688026131130755,0.03205082565546036
0.5487179756164551,0.028490029275417328,0.727762758731842,0.6622340083122253,0.76902174949646,0.47721824049949646,0.7599999904632568,0.07219251245260239,0.20000000298023224,0.6905370950698853,0.026450302451848984,25.599191542714834,0.02879488654434681
0.5384615659713745,0.03703703731298447,0.7412399053573608,0.6515957117080688,0.6413043737411499,0.4940048158168793,0.765333354473114,0.08556149899959564,0.24533332884311676,0.710997462272644,0.029947396367788315,25.291976120322943,0.031965792179107666
0.5410256385803223,0.05982905998826027,0.7250673770904541,0.6595744490623474,0.7038043737411499,0.46043166518211365,0.7759999632835388,0.15508021414279938,0.25599998235702515,0.7314577698707581,0.02408368792384863,24.688692464493215,0.027162915095686913
0.5205128192901611,0.03988603875041008,0.727762758731842,0.6489361524581909,0.698369562625885,0.4892086386680603,0.762666642665863,0.09625668823719025,0.2719999849796295,0.5959079265594482,0.025088381953537464,25.294774753041565,0.027513913810253143
0.5435897707939148,0.028490029275417328,0.684636116027832,0.6515957117080688,0.7472826242446899,0.4484412670135498,0.7599999904632568,0.04278074949979782,0.20800000429153442,0.7186700701713562,0.02396115753799677,26.240468502976,0.027125053107738495
0.5435897707939148,0.05982905998826027,0.684636116027832,0.6595744490623474,0.6739130616188049,0.4940048158168793,0.7493333220481873,0.16042780876159668,0.25866666436195374,0.7186700701713562,0.023665576241910458,25.45702353026718,0.0270204097032547
0.5410256385803223,0.017094016075134277,0.7520215511322021,0.646276593208313,0.7255434989929199,0.47721824049949646,0.781333327293396,0.11764705926179886,0.2666666507720947,0.710997462272644,0.03597121685743332,25.72637640684843,0.04030510038137436
