Activity_acc,org:resource_acc,concept:name_acc,lifecycle:transition_acc,org:group_acc,org:role_acc,organization country_acc,organization involved_acc,product_acc,resource country_acc,time:timestamp_mae,AVG_total_loss,MAE_time:timestamp
0.6943231821060181,0.12643678486347198,0.8144105076789856,0.6593886613845825,0.9473684430122375,0.7322515249252319,0.9563319087028503,0.36725664138793945,0.4235807955265045,0.807860255241394,0.02137721050530672,18.084685509093106,0.018423764035105705
0.6986899375915527,0.14482758939266205,0.7838428020477295,0.7183406352996826,0.9561403393745422,0.7119675278663635,0.9737991690635681,0.35840708017349243,0.3537117838859558,0.8340611457824707,0.01717694941908121,18.33088965434581,0.01405595988035202
0.6703056693077087,0.12873563170433044,0.7816594243049622,0.6484716534614563,0.9495614171028137,0.7281947135925293,0.9628821015357971,0.3738937973976135,0.3930131196975708,0.8580785989761353,0.014158680569380522,19.319431267213076,0.011917277239263058
0.6310043931007385,0.12643678486347198,0.7860262393951416,0.6572052240371704,0.9276315569877625,0.720081090927124,0.9606987237930298,0.3960177004337311,0.34934496879577637,0.8056768774986267,0.022877470590174198,19.821212568320334,0.02169821970164776
0.6091703176498413,0.1471264362335205,0.7947598099708557,0.7117903828620911,0.9649122953414917,0.7565922737121582,0.9628821015357971,0.3407079577445984,0.3930131196975708,0.7751091718673706,0.021332425996661186,18.767694218084216,0.01845599338412285
0.6768559217453003,0.1425287425518036,0.8034934401512146,0.6943231821060181,0.9649122953414917,0.7464503049850464,0.9606987237930298,0.29646018147468567,0.375545859336853,0.8144105076789856,0.009660502430051565,19.01884011318907,0.008066544309258461
0.6703056693077087,0.16091954708099365,0.7467249035835266,0.6135371327400208,0.9649122953414917,0.7018255591392517,0.9519650936126709,0.360619455575943,0.3842794895172119,0.847161591053009,0.013190770521759987,19.68580292351544,0.010833428241312504
0.6790392994880676,0.13793103396892548,0.7882096171379089,0.7052401900291443,0.9122806787490845,0.76673424243927,0.9694323539733887,0.38274335861206055,0.3537117838859558,0.790393054485321,0.02183468919247389,18.88426628243178,0.017843618988990784
0.6965065598487854,0.11264367401599884,0.7860262393951416,0.7030567526817322,0.9517543911933899,0.6693711876869202,0.9541484713554382,0.32743361592292786,0.37772926688194275,0.8406113386154175,0.012373938225209713,19.447950228117406,0.011890309862792492
0.7052401900291443,0.13793103396892548,0.790393054485321,0.7074235677719116,0.9320175647735596,0.7221094965934753,0.9213973879814148,0.35840708017349243,0.360262006521225,0.8493449687957764,0.038969624787569046,19.108876284211874,0.03652555122971535
