Activity_acc,org:resource_acc,concept:name_acc,lifecycle:transition_acc,time:timestamp_mae,AVG_total_loss,MAE_time:timestamp
0.670077383518219,0.49164918065071106,0.7906869053840637,0.9239125847816467,0.014697263194691567,4.46637149252707,0.014704067260026932
0.6665002703666687,0.4825010597705841,0.8083540201187134,0.9029729962348938,0.013753894627803848,4.5316975479502055,0.01371297799050808
0.6738207936286926,0.4812421202659607,0.7957767248153687,0.9230003356933594,0.0170008223947315,4.5020276403409385,0.01696052961051464
0.6745694875717163,0.5054553151130676,0.8054935932159424,0.920097827911377,0.015956323283414047,4.4648661551819675,0.01596805639564991
0.6750270128250122,0.49584558606147766,0.8112143874168396,0.9237052202224731,0.013713810725935869,4.421804567488532,0.01370301190763712
0.6792696118354797,0.5156525373458862,0.8074285984039307,0.9170709252357483,0.014010227551417691,4.40970859964866,0.013955332338809967
0.6795607805252075,0.49504825472831726,0.8243805766105652,0.9198075532913208,0.01388213952027616,4.3942024408883995,0.01386259961873293
0.6775226593017578,0.5126730799674988,0.8005300164222717,0.9201393127441406,0.01453059698854174,4.380185280527387,0.014560115523636341
0.676607608795166,0.5145614743232727,0.8078492283821106,0.9208856225013733,0.0179852634845745,4.3807767286364525,0.01800345815718174
0.6759421229362488,0.5177507400512695,0.7947251200675964,0.9180245995521545,0.014428044580632732,4.394686592698452,0.014391304925084114
