,mean,std
Activity_acc,0.7930924534797669,0.00353142288362846
org:resource_acc,0.6548487424850464,0.005459814844744753
concept:name_acc,0.8018739461898804,0.004991468429577916
lifecycle:transition_acc,0.8970840394496917,0.002754943810321082
time:timestamp_mae,0.014070578212184565,0.0009424501807830507
AVG_total_loss,3.4987682077235407,0.05005525098953545
MAE_time:timestamp,0.01410029623657465,0.0009126714088820893
