Activity_acc,org:resource_acc,concept:name_acc,lifecycle:transition_acc,time:timestamp_mae,AVG_total_loss,MAE_time:timestamp
0.8962029218673706,0.7185066938400269,0.8852265477180481,0.9574027061462402,0.007397158204444817,2.5558600266508402,0.007420537061989307
0.9007657766342163,0.7340140342712402,0.8929483294487,0.9641991257667542,0.008776636528117316,2.459163462299676,0.008802182972431183
0.9058710932731628,0.7344288229942322,0.8992980122566223,0.9628589749336243,0.008825078030072507,2.3933236678352667,0.008805844001471996
0.9027760028839111,0.7306956052780151,0.9000957012176514,0.9610083103179932,0.0066533516205492475,2.4969581285757676,0.006683749612420797
0.8963305950164795,0.7294830679893494,0.8883535265922546,0.9580408334732056,0.009010299108922482,2.5017394836371145,0.008991211652755737
0.9083918333053589,0.732035756111145,0.9050095677375793,0.9621888995170593,0.009775838814675808,2.4844246947960484,0.009786132723093033
0.9066368937492371,0.7319719195365906,0.8929802179336548,0.9651244282722473,0.008809565167341913,2.483063777731288,0.008842813782393932
0.9023612141609192,0.735641360282898,0.8930121064186096,0.9597638845443726,0.008904098488745234,2.4575953715081726,0.008942211046814919
0.9018825888633728,0.7208359837532043,0.8947351574897766,0.9594128727912903,0.00696744266453953,2.5177907198002294,0.0070151216350495815
0.9029355645179749,0.7277281284332275,0.9023612141609192,0.9675813913345337,0.010229169657187802,2.5054917254352143,0.010306775569915771
