Activity_acc,org:resource_acc,concept:name_acc,lifecycle:transition_acc,time:timestamp_mae,AVG_total_loss,MAE_time:timestamp
0.9554808735847473,0.7806767821311951,0.9499698281288147,0.990054190158844,0.006046037854892867,1.6611420215063153,0.006070712115615606
0.9584516882896423,0.7872642278671265,0.9500128626823425,0.9904847741127014,0.007389088782171409,1.6083555687662392,0.007405809126794338
0.9573322534561157,0.7895030975341797,0.9556100368499756,0.9900972843170166,0.008685988418403127,1.5447708917338223,0.008652511052787304
0.9538017511367798,0.7789115309715271,0.954490602016449,0.9898819923400879,0.006354274095169136,1.6259784062969542,0.006383521482348442
0.9537156224250793,0.7800309658050537,0.9533711671829224,0.990398645401001,0.008022841842224201,1.61913466885952,0.007992764934897423
0.9582364559173584,0.7885128259658813,0.9532420039176941,0.990398645401001,0.0089364026983579,1.6155825875522125,0.008971876464784145
0.9572892189025879,0.7839920520782471,0.9469128847122192,0.990743100643158,0.00738584336691669,1.6380525111398172,0.007408356759697199
0.9543614387512207,0.7905794978141785,0.9454059600830078,0.9902694821357727,0.0077892957876125974,1.5993727106778395,0.007822259329259396
0.9541031122207642,0.7811934947967529,0.9513475894927979,0.9906569719314575,0.00666364561766386,1.6437299414316104,0.006659993901848793
0.9568156003952026,0.7735296487808228,0.955351710319519,0.9905709028244019,0.006859231030657178,1.6572000404731149,0.00694241002202034
