Activity_acc,org:resource_acc,impact_acc,concept:name_acc,lifecycle:transition_acc,org:group_acc,org:role_acc,organization country_acc,product_acc,resource country_acc,time:timestamp_mae,AVG_total_loss,MAE_time:timestamp
0.528205156326294,0.05128205195069313,0.7932816743850708,0.7223719358444214,0.646276593208313,0.7635869979858398,0.486810564994812,0.7253333330154419,0.31200000643730164,0.7033247947692871,0.023840014822781086,20.82043129671365,0.02606605924665928
0.5461538434028625,0.04273504391312599,0.801033616065979,0.7358490228652954,0.6542552709579468,0.6929348111152649,0.4916067123413086,0.7360000014305115,0.25333333015441895,0.5473145842552185,0.019285432994365692,21.093994311988354,0.02086670696735382
0.5230769515037537,0.028490029275417328,0.7932816743850708,0.698113203048706,0.6489361524581909,0.6304348111152649,0.47961631417274475,0.7786666750907898,0.23733332753181458,0.7058823704719543,0.023850422352552414,21.12022404000163,0.02650636062026024
0.528205156326294,0.054131053388118744,0.7958656549453735,0.684636116027832,0.6542552709579468,0.7771739363670349,0.515587568283081,0.7680000066757202,0.24266666173934937,0.7084398865699768,0.01581265591084957,20.868153547868133,0.017779484391212463
0.5410256385803223,0.028490029275417328,0.7932816743850708,0.7088948488235474,0.6622340083122253,0.6847826242446899,0.4940048158168793,0.7733333110809326,0.2746666669845581,0.6828644275665283,0.022923439741134644,20.748172983527184,0.02592022344470024
0.5461538434028625,0.04843304678797722,0.7648578882217407,0.700808584690094,0.6329786777496338,0.6630434989929199,0.486810564994812,0.7733333110809326,0.23999999463558197,0.7007672786712646,0.01593772741034627,21.29719648929313,0.01812426559627056
0.5410256385803223,0.034188032150268555,0.7932816743850708,0.7385444641113281,0.6595744490623474,0.64402174949646,0.46282973885536194,0.7279999852180481,0.2239999920129776,0.6854220032691956,0.01598527980968356,21.215601488482207,0.01749766431748867
0.5205128192901611,0.04273504391312599,0.7932816743850708,0.7223719358444214,0.6515957117080688,0.6739130616188049,0.47961631417274475,0.7733333110809326,0.20533333718776703,0.6726342439651489,0.02931442391127348,20.730430538766086,0.03185855597257614
0.5384615659713745,0.034188032150268555,0.7906976938247681,0.727762758731842,0.6595744490623474,0.7038043737411499,0.5035971403121948,0.7759999632835388,0.2213333249092102,0.7033247947692871,0.02445728052407503,21.036965613253415,0.026050550863146782
0.5384615659713745,0.03988603875041008,0.7906976938247681,0.6954177618026733,0.6489361524581909,0.6739130616188049,0.47961631417274475,0.7866666316986084,0.2746666669845581,0.6291559934616089,0.02370423637330532,20.76486743055284,0.026512213051319122
