Activity_acc,org:resource_acc,impact_acc,concept:name_acc,lifecycle:transition_acc,org:group_acc,org:role_acc,organization country_acc,product_acc,resource country_acc,time:timestamp_mae,AVG_total_loss,MAE_time:timestamp
0.49563318490982056,0.09195402264595032,1.0,0.5480349659919739,0.49344977736473083,0.9254385828971863,0.7139959335327148,0.971615731716156,0.4737991392612457,0.7969432473182678,0.02950328215956688,16.58115243539214,0.029824327677488327
0.5240174531936646,0.08275862038135529,1.0,0.5589519739151001,0.5043668150901794,0.9232456088066101,0.7058823108673096,0.971615731716156,0.35589519143104553,0.8034934401512146,0.027074272744357586,16.316655959002674,0.027176987379789352
0.5,0.0712643712759018,1.0,0.5458515286445618,0.5,0.9078947305679321,0.6815415620803833,0.971615731716156,0.3427947759628296,0.7620087265968323,0.03096647933125496,17.12685081269592,0.03156714513897896
0.49563318490982056,0.10574712604284286,1.0,0.5567685961723328,0.4912663698196411,0.9144737124443054,0.7484787106513977,0.971615731716156,0.37772926688194275,0.8100436925888062,0.02217788528650999,16.680528392083943,0.022290566936135292
0.510917067527771,0.08275862038135529,1.0,0.5480349659919739,0.5043668150901794,0.9100877046585083,0.720081090927124,0.9672489166259766,0.3951965272426605,0.7641921639442444,0.031163271516561508,16.643788411747664,0.031678058207035065
0.5021834373474121,0.07586206495761871,1.0,0.5524017810821533,0.5,0.8969298601150513,0.7099391222000122,0.9650655388832092,0.35807859897613525,0.790393054485321,0.022961841896176338,17.027379809878767,0.02312183380126953
0.49344977736473083,0.06896551698446274,1.0,0.5545851588249207,0.49563318490982056,0.9078947305679321,0.703853964805603,0.971615731716156,0.34061136841773987,0.7598253488540649,0.022769073955714703,17.21650128159672,0.022419005632400513
0.4912663698196411,0.08045977354049683,1.0,0.5480349659919739,0.5021834373474121,0.9078947305679321,0.7079107165336609,0.971615731716156,0.31659388542175293,0.7554585337638855,0.03704691678285599,16.746622576843947,0.03740312531590462
0.5043668150901794,0.07816091924905777,1.0,0.5567685961723328,0.5021834373474121,0.9078947305679321,0.7139959335327148,0.971615731716156,0.3122270703315735,0.751091718673706,0.03502403199672699,17.372743676882237,0.03418586030602455
0.5065502524375916,0.09655172377824783,1.0,0.5458515286445618,0.5065502524375916,0.9342105388641357,0.7180527448654175,0.971615731716156,0.40829694271087646,0.7925764322280884,0.030095916241407394,16.396562220528722,0.030692633241415024
