Activity_acc,REPAIR_IN_TIME_5D_acc,DEVICETYPE_acc,time:timestamp_mae,AVG_total_loss,MAE_time:timestamp
0.6422191262245178,0.9163796901702881,0.7685644030570984,0.011787155281605297,2.246951597626321,0.011992932297289371
0.6405510306358337,0.9163796901702881,0.7708781957626343,0.011773364734835923,2.2678678059448045,0.011970749124884605
0.6408200860023499,0.9163796901702881,0.7711472511291504,0.011728008406383819,2.23950763407629,0.01193134393543005
0.6420577168464661,0.9163796901702881,0.7706091403961182,0.011821655979330995,2.2282901035045812,0.01202432718127966
0.6387752890586853,0.9163796901702881,0.768671989440918,0.011895882131188716,2.2691522111907894,0.012103787623345852
0.6407124400138855,0.9163796901702881,0.7719544172286987,0.011743244188102452,2.2458401657763476,0.011942075565457344
0.6393133997917175,0.9163796901702881,0.7706091403961182,0.011682836688123643,2.2565567944946356,0.011887830682098866
0.6416272521018982,0.9163796901702881,0.7714163064956665,0.01192665235507057,2.250637567142564,0.012134485878050327
0.6414657831192017,0.9163796901702881,0.768456757068634,0.011830559147423819,2.2442820129523935,0.012032215483486652
0.6447482109069824,0.9163796901702881,0.7711472511291504,0.011840708247434936,2.2404757354678098,0.012048102915287018
