Activity_acc,DEVICETYPE_acc,org:resource_acc,time:timestamp_mae,AVG_total_loss,MAE_time:timestamp
0.8058938384056091,0.9982951879501343,0.9998353719711304,0.014644004508705908,0.6396956845480752,0.015108113177120686
0.8060156106948853,0.9982951879501343,0.9998353719711304,0.014775934120591142,0.6462155413679093,0.01523733139038086
0.8126522302627563,0.9982951879501343,0.9998353719711304,0.014717133409392676,0.6333035884277993,0.015178251080214977
0.810764729976654,0.9982951879501343,0.9998353719711304,0.015369137706186035,0.6295850963674878,0.01581631414592266
0.8146005868911743,0.9982951879501343,0.9998353719711304,0.015246181344417365,0.6290736623525032,0.015716947615146637
0.7985265851020813,0.9982951879501343,0.9998353719711304,0.014863583528877873,0.6730123564698979,0.01532769575715065
0.815879225730896,0.9982951879501343,0.9998353719711304,0.014871256671061641,0.6289213362247928,0.015330910682678223
0.8159400820732117,0.9982951879501343,0.9998353719711304,0.01526119914763656,0.6247764349682257,0.015730833634734154
0.8130175471305847,0.9982951879501343,0.9998353719711304,0.014710710935392663,0.6414603079656923,0.015172178857028484
0.8085728287696838,0.9982951879501343,0.9998353719711304,0.01476140657292777,0.6356226029916128,0.015215810388326645
