,mean,std
Activity_acc,0.45258217453956606,0.010049412955295241
DEVICETYPE_acc,0.9907668590545654,0.0038645211752812263
org:resource_acc,0.9952964007854461,0.0013560907444477121
time:timestamp_mae,0.014654860722121636,8.775936273736777e-05
AVG_total_loss,1.6769321611328785,0.013406746612426308
MAE_time:timestamp,0.01502018878236413,9.155474163248743e-05
