,mean,std
Activity_acc,0.6497091352939606,0.006846652710001787
DEVICETYPE_acc,0.9395003974437713,0.003532496251014166
org:resource_acc,0.9690385937690735,0.0019350633261646468
time:timestamp_mae,0.015488201991875509,0.00027601198440360794
AVG_total_loss,1.4522014990883976,0.014032586726500219
MAE_time:timestamp,0.01566682420670986,0.000271860801118854
