Activity_acc,DEVICETYPE_acc,org:resource_acc,time:timestamp_mae,AVG_total_loss,MAE_time:timestamp
0.8542832732200623,0.9982781410217285,0.9998019933700562,0.011520207565473882,0.5545035193821317,0.011719274334609509
0.8578346967697144,0.9982781410217285,0.9998019933700562,0.011831001182527919,0.5514016034767816,0.01202472299337387
0.8463732600212097,0.9982781410217285,0.9998019933700562,0.011577471821127753,0.5565070252939078,0.011771946214139462
0.8589109182357788,0.9982781410217285,0.9998019933700562,0.012890878770696489,0.5430940912889415,0.013073518872261047
0.8593952059745789,0.9982781410217285,0.9998019933700562,0.012024329583111563,0.5499001776824068,0.012233416549861431
0.844059407711029,0.9982781410217285,0.9998019933700562,0.01162639688577895,0.5885941567646927,0.011827568523585796
0.8574042320251465,0.9982781410217285,0.9998019933700562,0.011836655787192285,0.5442058447883219,0.012028626166284084
0.8546061515808105,0.9982781410217285,0.9998019933700562,0.011781090613160478,0.5463662281705949,0.011988375335931778
0.8565433025360107,0.9982781410217285,0.9998019933700562,0.011600254697872228,0.5587733839699802,0.01179231982678175
0.8444899320602417,0.9982781410217285,0.9998019933700562,0.012082913492218052,0.5540031338245363,0.012273209169507027
