Activity_acc,org:resource_acc,impact_acc,concept:name_acc,org:group_acc,org:role_acc,organization country_acc,organization involved_acc,product_acc,resource country_acc,time:timestamp_mae,AVG_total_loss,MAE_time:timestamp
0.6943231821060181,0.10114942491054535,1.0,0.818777322769165,0.9561403393745422,0.7099391222000122,0.9563319087028503,0.2610619366168976,0.3842794895172119,0.8013100624084473,0.028155038133263588,18.12455651164055,0.025193799287080765
0.692139744758606,0.13793103396892548,1.0,0.8013100624084473,0.9517543911933899,0.7058823108673096,0.971615731716156,0.3561946749687195,0.3515283763408661,0.8209607005119324,0.019857025239616632,18.584034570027143,0.01334448717534542
0.6986899375915527,0.16781608760356903,1.0,0.7772926092147827,0.9539473652839661,0.7748478651046753,0.9541484713554382,0.4159291982650757,0.34716159105300903,0.8296943306922913,0.021636130288243294,17.56396670639515,0.015059991739690304
0.6572052240371704,0.14482758939266205,1.0,0.7401747107505798,0.9451754689216614,0.7079107165336609,0.9737991690635681,0.3340708017349243,0.35807859897613525,0.8231441378593445,0.033315133303403854,17.833203489892185,0.03134999796748161
0.7030567526817322,0.12413793057203293,1.0,0.8231441378593445,0.9649122953414917,0.7139959335327148,0.9694323539733887,0.3141593039035797,0.3711790442466736,0.8340611457824707,0.014660669490695,18.236094100866467,0.013812033459544182
0.692139744758606,0.1425287425518036,1.0,0.7816594243049622,0.9342105388641357,0.7018255591392517,0.9672489166259766,0.3849557638168335,0.45414847135543823,0.8515284061431885,0.008111949311569333,17.157153303036466,0.00653699180111289
0.7139738202095032,0.13793103396892548,1.0,0.8144105076789856,0.9627193212509155,0.6896551847457886,0.9563319087028503,0.3053097426891327,0.3362445533275604,0.8384279608726501,0.01977022970095277,17.498145966790617,0.01538886595517397
0.7227074503898621,0.14482758939266205,1.0,0.8034934401512146,0.9495614171028137,0.6977687478065491,0.9672489166259766,0.3495575189590454,0.3646288216114044,0.8362445831298828,0.016231191344559193,17.566387896426022,0.012235360220074654
0.6899563670158386,0.13793103396892548,0.9934498071670532,0.7685589790344238,0.9561403393745422,0.6673427820205688,0.971615731716156,0.3849557638168335,0.38864630460739136,0.8056768774986267,0.01994786038994789,18.24925807490945,0.01528263557702303
0.6746724843978882,0.20000000298023224,1.0,0.7641921639442444,0.9671052694320679,0.7423934936523438,0.9694323539733887,0.4115044176578522,0.38646289706230164,0.8231441378593445,0.016558853909373283,17.14187148399651,0.014011942781507969
