Activity_acc,org:resource_acc,impact_acc,concept:name_acc,org:group_acc,org:role_acc,organization country_acc,organization involved_acc,product_acc,resource country_acc,time:timestamp_mae,AVG_total_loss,MAE_time:timestamp
0.7043269276618958,0.06633906811475754,0.8125000596046448,0.6947115659713745,0.6730769276618958,0.5197368264198303,0.795673131942749,0.13106796145439148,0.3076923191547394,0.75,0.009673323016613722,23.484852414112538,0.01155214011669159
0.7403846383094788,0.058968059718608856,0.8125000596046448,0.692307710647583,0.8197115659713745,0.49780702590942383,0.795673131942749,0.12621359527111053,0.28125,0.7475962042808533,0.02801482379436493,23.3404643535614,0.028615200892090797
0.7427884936332703,0.07862407714128494,0.8125000596046448,0.6947115659713745,0.8389423489570618,0.5570175647735596,0.795673131942749,0.1893203854560852,0.33413463830947876,0.759615421295166,0.01714334823191166,23.024522298946977,0.018233319744467735
0.7427884936332703,0.056511055678129196,0.8125000596046448,0.7307692766189575,0.8365384936332703,0.5592105388641357,0.795673131942749,0.15776699781417847,0.27163463830947876,0.733173131942749,0.023149149492383003,23.062435837462544,0.025075849145650864
0.7427884936332703,0.058968059718608856,0.8125000596046448,0.764423131942749,0.826923131942749,0.5570175647735596,0.795673131942749,0.11407767236232758,0.2764423191547394,0.7403846383094788,0.020415944047272205,23.62576147634536,0.021638916805386543
0.7427884936332703,0.07125306874513626,0.8125000596046448,0.723557710647583,0.692307710647583,0.5548245906829834,0.795673131942749,0.17718446254730225,0.26201924681663513,0.75,0.015246553346514702,23.529900072142482,0.017669787630438805
0.7427884936332703,0.03194103017449379,0.8125000596046448,0.692307710647583,0.8365384936332703,0.5394737124443054,0.795673131942749,0.04126213490962982,0.02163461595773697,0.7475962042808533,0.021520922891795635,24.3748813373968,0.022860750555992126
0.7043269276618958,0.07862407714128494,0.8125000596046448,0.661057710647583,0.8341346383094788,0.5789473652839661,0.795673131942749,0.19417476654052734,0.2836538553237915,0.7211538553237915,0.021657200530171394,22.93816594965756,0.024236546829342842
0.7427884936332703,0.0810810774564743,0.8125000596046448,0.764423131942749,0.6899038553237915,0.5526315569877625,0.6875,0.1116504892706871,0.2884615361690521,0.7403846383094788,0.01827078638598323,23.063241969328374,0.020616954192519188
0.7427884936332703,0.03439803421497345,0.8125000596046448,0.7355769276618958,0.6947115659713745,0.5285087823867798,0.795673131942749,0.1553398072719574,0.2764423191547394,0.7475962042808533,0.028427155688405037,23.354831846430898,0.030686847865581512
