org:resource_acc,Activity_acc,org:role_acc,case:Project_acc,case:Task_acc,case:OrganizationalEntity_acc,case:Activity_acc,case:RfpNumber_acc,case:RequestedAmount_mae,AVG_total_loss,MAE_case:RequestedAmount
0.9526116847991943,0.8169089555740356,0.8675282597541809,0.4181475341320038,0.752896785736084,0.4098007380962372,0.9189552664756775,0.04132695868611336,78.10643456198953,94.67373153973709,76.38362121582031
0.8936456441879272,0.7084006071090698,0.7851372957229614,0.27355948090553284,0.752896785736084,0.5107700228691101,0.9038771986961365,0.04132695868611336,95.30791646784002,112.75684015791525,94.00767517089844
0.9528809189796448,0.8023693561553955,0.8360258340835571,0.32202476263046265,0.752896785736084,0.326602041721344,0.9189552664756775,0.04132695868611336,92.94886814464222,109.8414333273064,91.39330291748047
0.898492157459259,0.7932147979736328,0.8411415815353394,0.5403876900672913,0.7534357309341431,0.5484652519226074,0.9189552664756775,0.04132695868611336,76.85533766313033,92.59887933053754,75.1921615600586
0.9458804130554199,0.8109854459762573,0.8640279769897461,0.2942918539047241,0.752896785736084,0.5398492217063904,0.9189552664756775,0.04132695868611336,77.78786017678,93.7249580134045,76.07093048095703
0.889876127243042,0.7956380844116211,0.8182551860809326,0.4092622399330139,0.7537051439285278,0.569736123085022,0.8155627250671387,0.04132695868611336,88.69611358642578,104.67411210184747,87.31562805175781
0.9523424506187439,0.8171781897544861,0.869682252407074,0.3400646150112152,0.752896785736084,0.5681205987930298,0.9229940176010132,0.04132695868611336,79.48416311090642,95.3507213931192,77.880615234375
0.9523424506187439,0.781906247138977,0.8675282597541809,0.5010769963264465,0.752896785736084,0.59343022108078,0.6758211851119995,0.04132695868611336,76.52199068936434,92.75538469309157,74.802734375
0.95315021276474,0.8155627250671387,0.8677974939346313,0.5075390338897705,0.752896785736084,0.5805061459541321,0.9189552664756775,0.04132695868611336,96.68940492109819,112.16992767493834,95.3094253540039
0.9116854667663574,0.794830322265625,0.8422185778617859,0.3010231554508209,0.752896785736084,0.23963381350040436,0.9181475043296814,0.04132695868611336,118.37510681152344,135.24221946637738,117.13690948486328
