org:resource_acc,Activity_acc,org:role_acc,case:Project_acc,case:Task_acc,case:OrganizationalEntity_acc,case:Activity_acc,case:RfpNumber_acc,case:RequestedAmount_mae,AVG_total_loss,MAE_case:RequestedAmount
0.9953211545944214,0.795831561088562,0.854317307472229,0.5791152715682983,0.7526584267616272,0.5657166838645935,1.0,0.03998298570513725,3.8530259782617744,18.205044953067873,3.8701741695404053
0.9987239241600037,0.7450020909309387,0.6984261870384216,0.35580602288246155,0.7526584267616272,0.7939174771308899,1.0,0.03998298570513725,20.82410829717463,35.95074155666357,20.89386558532715
0.9982985854148865,0.8094427585601807,0.8560187220573425,0.42364951968193054,0.7526584267616272,0.49361974000930786,1.0,0.03998298570513725,31.529590259898793,46.57865087002177,31.643190383911133
0.9938324093818665,0.8122075796127319,0.7911527156829834,0.8424074649810791,0.7526584267616272,0.875159502029419,1.0,0.03998298570513725,4.534005403518677,17.841874908274885,4.544039726257324
0.9968098402023315,0.8109315037727356,0.8545299768447876,0.4440663456916809,0.7526584267616272,0.8275201916694641,1.0,0.03998298570513725,10.739762479608709,24.611196325160563,10.782198905944824
0.9957464933395386,0.8126329183578491,0.8547426462173462,0.6078264713287354,0.7526584267616272,0.8913228511810303,1.0,0.03998298570513725,5.033815600655296,18.515477318147365,5.043562412261963
0.9968098402023315,0.7949808239936829,0.8364525437355042,0.5359421372413635,0.7526584267616272,0.8838791847229004,1.0,0.03998298570513725,2.314485484903509,16.050288136286493,2.3239357471466064
0.9985112547874451,0.8109315037727356,0.8560187220573425,0.6565291285514832,0.7526584267616272,0.9138664603233337,1.0,0.03998298570513725,12.158200307325883,25.347738655114714,12.223411560058594
0.9989365935325623,0.8119949102401733,0.8564440608024597,0.7881752252578735,0.7526584267616272,0.8902594447135925,1.0,0.03998298570513725,14.7137244831432,27.835539598441258,14.766864776611328
0.9978732466697693,0.7116120457649231,0.8541046380996704,0.42662695050239563,0.7526584267616272,0.3519778847694397,1.0,0.03998298570513725,26.048989035866477,41.322005622766234,26.148868560791016
