Activity_acc,org:resource_acc,impact_acc,concept:name_acc,lifecycle:transition_acc,org:group_acc,org:role_acc,organization involved_acc,product_acc,resource country_acc,time:timestamp_mae,AVG_total_loss,MAE_time:timestamp
0.5295857787132263,0.05722891539335251,1.0,0.550295889377594,0.5295857787132263,0.9230769276618958,0.7538859844207764,0.25222551822662354,0.38165679574012756,0.8372781276702881,0.020147688686847687,19.970940778031945,0.01864878460764885
0.5295857787132263,0.11445783078670502,1.0,0.5680473446846008,0.5295857787132263,0.9230769276618958,0.7538859844207764,0.18991097807884216,0.334319531917572,0.8431952595710754,0.03913844749331474,20.288452479522675,0.03794573247432709
0.5295857787132263,0.09036144614219666,1.0,0.5680473446846008,0.5295857787132263,0.9556213021278381,0.6735751032829285,0.07418397814035416,0.40236687660217285,0.8047337532043457,0.027725019492208958,20.598776256665587,0.027427678927779198
0.5295857787132263,0.09036144614219666,1.0,0.550295889377594,0.5295857787132263,0.9230769276618958,0.7331606149673462,0.22848664224147797,0.3639053404331207,0.8402367234230042,0.029652876779437065,20.329199413768947,0.028476573526859283
0.526627242565155,0.14759035408496857,1.0,0.5680473446846008,0.5295857787132263,0.9526627063751221,0.7461139559745789,0.22848664224147797,0.45562130212783813,0.834319531917572,0.017049165908247232,19.304775547701865,0.015793193131685257
0.5295857787132263,0.11746987700462341,1.0,0.5680473446846008,0.5295857787132263,0.9349112510681152,0.7487046718597412,0.22848664224147797,0.37278106808662415,0.7988165616989136,0.039766399189829826,19.909638445824385,0.038921236991882324
0.526627242565155,0.09939758479595184,1.0,0.5680473446846008,0.5295857787132263,0.9526627063751221,0.7435232996940613,0.03264094889163971,0.2544378638267517,0.8284024000167847,0.02494561206549406,21.437662390992045,0.024074478074908257
0.5295857787132263,0.11445783078670502,1.0,0.5680473446846008,0.5295857787132263,0.9201183319091797,0.7512953281402588,0.3026706278324127,0.3639053404331207,0.8402367234230042,0.023077644407749176,20.047725040465593,0.021540872752666473
0.526627242565155,0.16867469251155853,1.0,0.550295889377594,0.5295857787132263,0.9526627063751221,0.7461139559745789,0.2700296640396118,0.4201183617115021,0.8491124510765076,0.027027679607272148,19.089081877842546,0.02635894902050495
0.5295857787132263,0.11144577711820602,1.0,0.5207100510597229,0.5295857787132263,0.9526627063751221,0.7538859844207764,0.320474773645401,0.4082840383052826,0.8284024000167847,0.02236750815063715,19.120020464528352,0.02137422375380993
