Activity_acc,org:resource_acc,impact_acc,concept:name_acc,lifecycle:transition_acc,org:group_acc,org:role_acc,organization involved_acc,product_acc,resource country_acc,time:timestamp_mae,AVG_total_loss,MAE_time:timestamp
0.7427884936332703,0.03439803421497345,0.8125000596046448,0.7620192766189575,0.7427884936332703,0.6730769276618958,0.5635964870452881,0.16990292072296143,0.26682692766189575,0.7427884936332703,0.013948858715593815,23.09383085463196,0.015910690650343895
0.7427884936332703,0.07616707682609558,0.8125000596046448,0.764423131942749,0.7427884936332703,0.8197115659713745,0.5570175647735596,0.15291261672973633,0.22355769574642181,0.7475962042808533,0.04088757932186127,23.262915700674057,0.042551591992378235
0.7427884936332703,0.06142506003379822,0.8125000596046448,0.7620192766189575,0.7427884936332703,0.8389423489570618,0.47587719559669495,0.04126213490962982,0.2788461744785309,0.7259615659713745,0.02988957893103361,23.548178534023464,0.031155385076999664
0.7427884936332703,0.06633906811475754,0.8125000596046448,0.764423131942749,0.7427884936332703,0.8197115659713745,0.530701756477356,0.15291261672973633,0.25961539149284363,0.7524038553237915,0.029816764406859875,23.425175371579826,0.0306148212403059
0.7427884936332703,0.10073710232973099,0.8125000596046448,0.7355769276618958,0.7427884936332703,0.8365384936332703,0.5592105388641357,0.1650485396385193,0.3149038553237915,0.7403846383094788,0.011549284216016531,22.808239420410246,0.013547845184803009
0.7427884936332703,0.06388206034898758,0.8125000596046448,0.764423131942749,0.7427884936332703,0.6875,0.5548245906829834,0.1723300963640213,0.2572115361690521,0.7451923489570618,0.03901027329266071,22.974040331318974,0.04046311974525452
0.7427884936332703,0.051597051322460175,0.8125000596046448,0.7355769276618958,0.7427884936332703,0.8341346383094788,0.5592105388641357,0.03640776872634888,0.16826923191547394,0.7524038553237915,0.02028723992407322,23.96406845189631,0.022061852738261223
0.7427884936332703,0.058968059718608856,0.8125000596046448,0.764423131942749,0.7427884936332703,0.6706730723381042,0.5548245906829834,0.17961165308952332,0.2572115361690521,0.7403846383094788,0.018273701891303062,23.35822386108339,0.020186586305499077
0.7427884936332703,0.09828009456396103,0.8125000596046448,0.7620192766189575,0.7427884936332703,0.8389423489570618,0.5592105388641357,0.1723300963640213,0.29807692766189575,0.759615421295166,0.02907396387308836,22.58525777887553,0.029170041903853416
0.7427884936332703,0.06142506003379822,0.8125000596046448,0.661057710647583,0.7427884936332703,0.8389423489570618,0.5614035129547119,0.22087378799915314,0.29326924681663513,0.7259615659713745,0.017572326119989157,22.51473976438865,0.01939348876476288
