org:resource_acc,Activity_acc,case:Project_acc,case:Task_acc,case:OrganizationalEntity_acc,case:Activity_acc,case:RfpNumber_acc,time:timestamp_mae,case:RequestedAmount_mae,AVG_total_loss,MAE_time:timestamp,MAE_case:RequestedAmount
0.9997594952583313,0.860028862953186,0.3893699049949646,0.7539682388305664,0.5079365372657776,0.9215969443321228,0.044733043760061264,0.006180741104551337,78.07557539506392,92.6064930588261,0.006065931171178818,78.08795928955078
0.9983165264129639,0.8564213514328003,0.4446849524974823,0.7539682388305664,0.3980278968811035,0.9215969443321228,0.044733043760061264,0.006253147116777572,74.65667135065252,89.71147337466986,0.006161268334835768,74.64679718017578
0.9978355169296265,0.8763828873634338,0.5776816010475159,0.7556517720222473,0.6267436146736145,0.9215969443321228,0.044733043760061264,0.00525400402363051,80.70965680209073,94.86452431329103,0.005069101229310036,80.73804473876953
0.9997594952583313,0.8564213514328003,0.5925925970077515,0.7539682388305664,0.6139971017837524,0.9215969443321228,0.044733043760061264,0.0052550409031523896,75.24860451438211,89.24238138063811,0.0050713191740214825,75.23480987548828
0.9997594952583313,0.8581048846244812,0.6308321356773376,0.7539682388305664,0.6455026865005493,0.9215969443321228,0.044733043760061264,0.005886265754022382,75.63564439253373,89.42708684453233,0.00566512905061245,75.6246337890625
0.9997594952583313,0.8564213514328003,0.3722943663597107,0.7549302577972412,0.07647907733917236,0.9215969443321228,0.044733043760061264,0.007795889184556224,79.15465198863636,95.37796038397673,0.00784323737025261,79.20027160644531
1.0,0.8172198534011841,0.3403078615665436,0.7544492483139038,0.29797980189323425,0.9215969443321228,0.044733043760061264,0.0049847650595686655,95.4846524325284,111.26936789720573,0.004774398636072874,95.6114273071289
0.9997594952583313,0.8564213514328003,0.5798460841178894,0.7539682388305664,0.6308321356773376,0.9215969443321228,0.044733043760061264,0.007231562694703991,77.49974025379528,91.4169710742479,0.0072053284384310246,77.4886245727539
0.9997594952583313,0.8766233921051025,0.5993266105651855,0.7539682388305664,0.627946138381958,0.9215969443321228,0.044733043760061264,0.005347817585888234,76.72589735551314,90.75675025544214,0.005119373090565205,76.73945617675781
0.9997594952583313,0.8581048846244812,0.6366041302680969,0.7539682388305664,0.6488696336746216,0.9215969443321228,0.044733043760061264,0.006661023690619252,85.57164972478694,99.48277556532148,0.006577264051884413,85.64363098144531
