Activity_acc,org:resource_acc,lifecycle:transition_acc,time:timestamp_mae,(case) AMOUNT_REQ_mae,AVG_total_loss,MAE_time:timestamp,MAE_(case) AMOUNT_REQ
0.8290708661079407,0.6965038776397705,0.9801515340805054,0.004180685705727055,0.013994720853155567,2.4705487059517983,0.004223896190524101,0.013973357155919075
0.8401790857315063,0.6785929203033447,0.9810987114906311,0.0049662950359994455,0.008518177572460402,2.489615638186002,0.005021391436457634,0.008531244471669197
0.8336777687072754,0.6986566781997681,0.9801515340805054,0.0049523791919151945,0.008158174565150625,2.4467947238257954,0.004983727820217609,0.00817147921770811
0.8267028331756592,0.6800137758255005,0.9810987114906311,0.004399991150768031,0.00294318056798407,2.501901836112319,0.004452565684914589,0.0029258779250085354
0.8294152617454529,0.7121759653091431,0.9816584587097168,0.003936143325907844,0.007535693701356649,2.3495542756281793,0.003988645039498806,0.007495892699807882
0.8441401720046997,0.6904330849647522,0.9820889830589294,0.004935195625183128,0.003379849229185354,2.4385516107791947,0.0049653868190944195,0.0033589464146643877
0.8372943997383118,0.70657879114151,0.9808403849601746,0.00488917041747343,0.010918533296457358,2.4474343858393177,0.00492995698004961,0.01091783307492733
0.837768018245697,0.7083871364593506,0.981615424156189,0.004962464639296134,0.004272976446719397,2.4316760983894623,0.005016585811972618,0.004262235015630722
0.8296735882759094,0.713209331035614,0.9801515340805054,0.0034104991105518173,0.0038444401275011756,2.374796281502183,0.0034558153711259365,0.003815849544480443
0.8413415551185608,0.6751915812492371,0.9816584587097168,0.005784437925155673,0.015558035334660894,2.5108320878685584,0.005856343545019627,0.015533982776105404
