Activity_acc,org:resource_acc,lifecycle:transition_acc,time:timestamp_mae,(case) AMOUNT_REQ_mae,AVG_total_loss,MAE_time:timestamp,MAE_(case) AMOUNT_REQ
0.8102487325668335,0.6582459211349487,0.9459302425384521,0.02324277570559865,0.10266303377492088,2.805694155217636,0.023209223523736,0.10118895769119263
0.8232676386833191,0.6624842882156372,0.9465936422348022,0.027275477225581806,0.08999670651696977,2.716682744256797,0.02728833258152008,0.08837869018316269
0.8249729871749878,0.654679000377655,0.9453911781311035,0.022789641327801206,0.09189374354623613,2.7497246707124368,0.022800594568252563,0.09010253846645355
0.814782440662384,0.6388165950775146,0.9470497369766235,0.025145847793845905,0.08914434874341601,2.8485281090473844,0.025135602802038193,0.08767794072628021
0.8166542053222656,0.6480067372322083,0.949579119682312,0.020249875617169198,0.08719065359660558,2.750894912385515,0.02025024965405464,0.08546870201826096
0.8078778982162476,0.6494754552841187,0.9413691163063049,0.030949486863045467,0.09307738819292613,2.8427979559415864,0.030903972685337067,0.09137388318777084
0.7992263436317444,0.6567771434783936,0.9442301988601685,0.023129090311981383,0.09439663411605925,2.8424563578196933,0.02314666286110878,0.09289100021123886
0.8245986104011536,0.6511959433555603,0.9503669142723083,0.022088896660577683,0.07929043081544694,2.763619037611144,0.02217560075223446,0.07766639441251755
0.8183179497718811,0.6543852090835571,0.9466766119003296,0.020330047589682397,0.09527651646307536,2.796416621034344,0.02032308652997017,0.09362789243459702
0.8139922022819519,0.6467477679252625,0.9483766555786133,0.025034373271323386,0.09329669283969062,2.797945453918406,0.025092510506510735,0.09161418676376343
